webinarID,participantID
16,2766
16,3313
16,7782
16,8936
16,4489
17,4431
17,7410
17,1110
17,1113
17,2155
17,5089
17,8300
17,2948
17,3996
17,3863
17,1055
17,9538
17,68
17,2753
17,851
17,3660
17,2295
17,2669
17,3073
17,8020
17,2110
17,4602
17,2248
17,7126
17,2165
17,5259
17,916
17,858
17,5768
17,7124
17,9801
17,1609
17,9125
18,4407
18,9979
18,3792
18,4481
18,9785
18,6141
18,9583
18,3210
18,1792
18,8456
18,3620
18,3173
18,1985
18,8677
18,5051
18,9775
18,29
18,1432
18,9686
18,6929
18,4817
18,5450
18,604
18,545
18,8645
18,9157
18,2514
18,5168
18,6626
18,9149
18,5987
18,917
18,1900
18,6951
18,2353
18,3483
18,4777
18,2753
18,3592
18,9097
18,6902
18,8262
18,7427
18,2683
18,404
18,4908
18,1822
18,6146
18,8833
19,608
19,5577
19,5162
19,8971
19,8926
19,8358
19,8715
19,6818
19,2282
19,68
19,4156
19,759
19,8764
19,584
19,6009
19,2295
19,6609
19,3035
19,4373
19,9411
19,5114
19,2002
19,2708
19,795
19,8078
19,3757
19,868
19,3304
19,7663
19,1838
19,936
19,7303
19,3051
19,4335
19,769
19,6039
19,2075
19,7916
19,2383
19,757
19,5369
19,1922
19,6372
19,7464
19,597
20,7663
20,361
20,491
20,4487
20,7973
20,46
20,4489
20,3802
20,2974
20,1472
20,3258
20,1872
20,3868
20,5140
20,3448
20,7385
20,2295
20,4412
20,4584
20,8946
20,2500
20,5786
20,9978
20,9906
20,3988
20,7400
20,5229
20,6834
20,3725
20,7683
20,4915
20,3460
20,6772
20,608
20,8433
20,2024
20,3210
20,7576
20,5511
20,4083
20,6947
20,5021
20,5308
21,3067
21,1707
21,6181
21,6173
21,2321
21,4592
21,7674
21,3894
21,7150
21,8072
21,8999
21,1736
21,6744
21,1365
21,7496
21,8417
21,385
21,1229
21,1524
21,9280
21,6803
21,4722
21,3228
21,2922
21,9816
21,8174
21,5773
21,4945
21,7487
21,6786
21,1033
21,772
21,9507
21,4696
21,8540
21,3548
21,8725
21,6365
21,7854
21,1416
21,5098
21,1531
21,1574
21,6062
21,4817
21,5431
21,4124
21,6917
21,4915
21,9626
21,4903
21,5450
21,8932
21,4971
21,7253
21,5312
21,1239
21,8970
21,9813
21,2539
22,2627
22,5196
22,5781
22,6110
22,196
22,5480
22,4539
22,4181
22,4903
22,7707
22,6943
22,9157
22,8374
22,5351
22,1669
22,8583
22,2546
22,761
22,125
22,9388
22,3002
22,9084
22,9745
22,3568
22,5188
22,1292
22,5699
22,889
22,1792
22,770
22,3843
22,1437
22,2276
22,773
22,7753
22,798
22,7652
22,9081
22,684
22,5027
22,9741
22,6350
22,2383
22,8567
22,5944
22,9379
22,6038
23,1480
23,6221
23,2946
23,7874
23,2091
23,3317
23,2298
23,5168
23,2131
23,9798
23,5299
23,3946
23,7314
23,3770
23,3979
23,1202
23,6821
23,2329
23,2447
23,2319
23,5927
23,1687
23,6635
23,6836
23,6777
23,5373
23,5472
23,6395
23,6699
23,9153
23,6661
23,7085
23,4932
23,9999
23,8555
23,7980
23,3544
23,7137
24,4559
24,3919
24,8041
24,916
24,849
24,1438
24,7112
24,858
24,6782
24,8803
24,421
24,9636
24,2464
24,8644
24,7719
24,1636
24,8411
24,7593
24,5065
24,3570
24,744
24,1907
24,5564
24,9237
24,1222
24,3361
24,4566
24,8888
24,7195
24,9835
24,2506
24,9080
24,5542
24,5633
24,7775
24,2431
24,7490
24,6710
24,3279
24,5810
24,5273
24,9358
24,5814
24,4514
24,2482
25,6545
25,5104
25,266
25,4430
25,2862
25,7663
25,3740
25,9736
25,6957
25,5864
25,2957
25,3901
25,1379
25,1964
25,4377
25,6836
25,7324
25,5760
25,4076
25,3191
25,4085
25,6861
25,8237
25,5870
25,5704
25,213
25,9677
25,6329
25,8911
25,2564
25,5536
25,4084
25,4754
25,8646
25,4688
26,3327
26,3919
26,6948
26,3620
26,3439
26,1649
26,382
26,5752
26,4050
26,866
26,3542
26,1748
26,990
26,5941
26,1266
26,8136
26,4746
26,1539
26,7051
26,9592
26,311
26,3552
26,1806
26,9604
26,9130
26,4852
26,8921
26,7576
26,4520
26,8186
26,6041
26,1455
26,4544
26,9679
27,3830
27,4290
27,2766
27,1301
27,4544
27,759
27,8100
27,9331
27,1533
27,1562
27,8590
27,8979
27,2151
27,9125
27,9272
27,8647
27,8806
27,9636
27,8960
27,2076
27,8848
27,5680
27,9585
27,8589
27,2971
27,8105
27,2359
27,4148
27,211
27,4605
27,5983
27,7323
27,7231
27,40
27,9803
27,6688
27,4521
28,2465
28,7802
28,2089
28,234
28,9108
28,7421
28,2227
28,4556
28,6498
28,7022
28,3317
28,3256
28,7915
28,9410
28,2319
28,9125
28,6628
28,3147
28,8122
28,3656
28,4927
28,4831
28,6051
28,1668
28,5800
28,4581
28,6094
28,6278
28,3018
28,8028
28,1825
28,3473
28,6088
28,8819
28,6565
28,2017
28,820
28,6293
28,8012
28,2780
28,2079
28,6943
28,9032
28,9765
28,5755
29,6948
29,4361
29,3802
29,6827
29,3480
29,2135
29,3105
29,3670
29,8940
29,2153
29,2309
29,4806
29,8106
29,815
29,5084
29,5011
29,9167
29,8217
29,382
29,6993
29,8956
29,5432
29,1834
29,5229
29,3452
29,6206
29,4653
29,4797
29,527
29,8610
29,4076
29,1269
29,5450
29,5005
29,966
29,8753
29,6645
29,8696
29,1880
29,4263
29,4387
29,3153
29,7487
29,3680
29,8049
29,6328
29,7184
29,2331
29,9089
29,3463
29,9487
29,8027
29,8305
29,9389
29,8583
29,99
29,7800
30,8904
30,4089
30,3471
30,9385
30,4556
30,5655
30,360
30,2715
30,5797
30,8218
30,3765
30,5244
30,1480
30,1493
30,8696
30,9775
30,2393
30,3091
30,236
30,1191
30,8741
30,9418
30,6666
30,7710
30,9601
30,1915
30,5357
30,6039
30,7372
30,3258
30,9745
30,2407
30,7353
30,4585
30,6600
30,4544
30,9563
30,6733
30,914
30,3511
30,5589
30,8567
30,8835
30,1164
30,793
30,6211
30,3694
30,5654
30,3143
30,1479
30,3316
30,7320
31,308
31,3904
31,5663
31,6787
31,1819
31,2082
31,7898
31,2033
31,5242
31,3845
31,8030
31,7033
31,6221
31,4781
31,2547
31,9410
31,2475
31,6827
31,5413
31,933
31,6367
31,1128
31,358
31,2563
31,9486
31,349
31,6777
31,8920
31,200
31,5339
31,5280
31,7534
31,4116
31,2946
31,7385
31,9640
31,3386
31,8060
31,4446
31,4417
31,5695
31,8866
31,4901
31,7308
31,6679
31,5582
31,1841
31,6124
31,9436
31,194
32,6833
32,6520
32,1097
32,4557
32,8775
32,4432
32,8502
32,9114
32,9977
32,1026
32,6825
32,3359
32,1887
32,5495
32,7849
32,9254
32,1055
32,5282
32,8559
32,9676
32,7408
32,49
32,3646
32,4004
32,3002
32,6071
32,1793
32,7874
32,5423
32,511
32,7017
32,4774
32,6607
32,9183
32,6448
32,3682
32,9356
32,3780
32,3088
32,3294
32,1543
32,281
32,1447
32,1992
32,9824
32,3845
32,9100
32,3794
32,7686
32,3471
32,3662
32,3559
33,4908
33,9397
33,7512
33,8246
33,3908
33,1124
33,9510
33,2955
33,1961
33,6450
33,1985
33,5067
33,4683
33,4402
33,8392
33,2001
33,4045
33,1631
33,5595
33,7317
33,4600
33,1351
33,4489
33,561
33,2017
33,5732
33,392
33,693
33,2695
33,3368
33,3623
33,3730
33,558
33,4524
33,1615
33,1447
33,9909
33,9962
33,9868
33,7576
33,7740
33,7033
33,8652
33,5786
33,8378
33,529
33,4237
33,6452
33,5012
33,8393
33,6758
34,1550
34,7834
34,9988
34,2598
34,3807
34,2896
34,7251
34,9843
34,7377
34,2824
34,5040
34,7689
34,7864
34,8652
34,7209
34,5487
34,1739
34,819
34,5268
34,9116
34,6450
34,6460
34,3202
34,1326
34,4468
34,2577
34,31
34,1699
34,9426
34,4243
34,3062
34,4085
34,9957
34,2062
34,8690
34,354
34,6330
34,9585
34,6088
34,7897
34,9625
34,9438
35,2406
35,7266
35,6955
35,1628
35,8300
35,4191
35,197
35,5520
35,1605
35,7642
35,4086
35,7148
35,4792
35,3465
35,6204
35,6819
35,3214
35,3790
35,4601
35,349
35,8097
35,5312
35,263
35,6915
35,9216
35,5057
35,9881
35,5600
35,5150
35,1922
35,3791
35,2315
35,8000
35,5681
35,9120
35,4159
35,9706
35,6991
35,2837
35,5856
35,2572
36,5933
36,4168
36,866
36,3595
36,8167
36,1068
36,9170
36,9101
36,9100
36,2096
36,8645
36,8367
36,3015
36,66
36,155
36,875
36,6009
36,9237
36,6560
36,7849
36,9946
36,7016
36,2179
36,175
36,2758
36,4847
36,636
36,2800
36,2230
36,3758
36,337
36,861
37,4426
37,8635
37,7390
37,9626
37,4891
37,8239
37,6407
37,8806
37,3482
37,8856
37,5623
37,7581
37,1524
37,3650
37,9634
37,7597
37,9340
37,2861
37,1326
37,3805
37,8993
37,9607
37,6827
37,9678
37,6025
37,5566
37,7747
37,8151
37,2221
37,403
37,5140
37,3249
37,4618
38,5872
38,1565
38,931
38,8369
38,5327
38,7647
38,7317
38,7660
38,5996
38,8900
38,5465
38,6709
38,9507
38,6282
38,8871
38,5275
38,448
38,4428
38,4826
38,8441
38,4655
38,8189
38,5299
38,6966
38,5404
38,6787
38,5324
38,8645
38,1799
38,3039
38,8488
38,5501
38,1588
38,9336
38,8914
38,8422
38,167
38,798
38,4306
39,8945
39,1357
39,5056
39,7710
39,3053
39,6470
39,7652
39,2763
39,3716
39,459
39,6709
39,4724
39,9580
39,6140
39,9804
39,318
39,2753
39,3022
39,8500
39,8239
39,3705
39,6471
39,8635
39,3773
39,5275
39,6180
39,6827
39,6448
39,2307
39,2720
39,9237
39,68
39,5787
39,3354
39,9829
39,1229
39,8485
39,261
39,6971
39,8251
39,2993
39,6262
39,7138
39,9022
39,8157
39,5510
39,951
39,3211
40,9560
40,7430
40,4432
40,388
40,206
40,3661
40,3346
40,644
40,5996
40,1994
40,1699
40,9397
40,3210
40,6280
40,3265
40,8375
40,1042
40,5001
40,7255
40,896
40,9101
40,4498
40,8967
40,6338
40,2270
40,9331
40,8362
40,153
40,8620
40,2378
40,751
40,5796
40,3143
40,6671
40,3779
40,8384
40,7773
40,4860
40,4269
40,7037
40,1262
40,7957
41,6951
41,8710
41,6796
41,2514
41,7254
41,6403
41,7218
41,9233
41,4440
41,9969
41,7836
41,868
41,1876
41,9735
41,3781
41,4124
41,3472
41,773
41,8758
41,5050
41,8005
41,1185
41,8328
41,6363
41,7852
41,1907
41,8892
41,1736
41,6996
41,8410
41,1670
41,2830
41,5714
41,9676
41,7496
41,802
41,3452
41,7616
41,8241
41,4779
41,2138
41,8451
41,5454
41,7020
41,1647
41,774
42,675
42,1430
42,7932
42,9274
42,4581
42,8165
42,6364
42,6499
42,194
42,353
42,7580
42,515
42,4524
42,1433
42,4720
42,1043
42,8426
42,1849
42,1943
42,7085
42,9873
42,5443
42,8019
42,5787
42,7166
42,8433
42,7276
42,3282
42,6772
42,9229
42,7777
42,977
42,3801
42,6228
42,6150
42,8980
42,6832
42,1519
42,5700
42,6302
42,6082
42,1793
42,8164
42,802
42,9572
42,5590
42,281
42,6007
42,5771
42,7439
42,9484
42,5396
43,3051
43,2920
43,5460
43,3971
43,4572
43,9343
43,8020
43,5838
43,580
43,7921
43,8377
43,5849
43,8111
43,7594
43,4761
43,3304
43,7251
43,3822
43,153
43,6896
43,560
43,9484
43,7906
43,3928
43,4483
43,6277
43,4417
43,6607
43,9055
43,5067
43,3858
43,3186
43,4716
43,1935
43,5861
43,1202
43,6112
43,23
43,809
43,3419
43,3545
43,1598
44,5599
44,2270
44,5244
44,6054
44,3001
44,5651
44,1467
44,4945
44,5556
44,7487
44,4609
44,4522
44,6227
44,7526
44,6888
44,4386
44,1183
44,9030
44,6251
44,5321
44,4401
44,3667
44,9741
44,7400
44,973
44,6123
44,3887
44,8926
44,4644
44,6596
44,7138
44,879
44,48
44,2967
44,0
44,9757
44,1605
44,6818
44,3708
44,936
44,3060
44,5049
44,7203
44,5060
44,154
44,4975
44,5744
44,5513
44,4440
44,5306
44,9417
44,2738
44,6616
44,7447
45,9269
45,4041
45,6457
45,3667
45,3368
45,1965
45,2308
45,5975
45,4746
45,3906
45,5495
45,7523
45,8960
45,2577
45,1840
45,349
45,3553
45,266
45,2506
45,9906
45,8277
45,6062
45,9280
45,1167
45,9826
45,3048
45,5655
45,2493
45,8823
45,4601
45,8990
45,6516
45,7366
45,9748
45,1420
45,9402
45,6784
45,2555
45,3824
45,63
45,8040
45,1739
45,8956
45,4927
45,8213
45,8504
45,3230
45,8912
45,8609
45,2052
45,7609
45,5488
45,9431
45,2582
45,606
46,9752
46,5237
46,9356
46,8578
46,5945
46,1253
46,8663
46,2641
46,2546
46,2955
46,2904
46,1940
46,1439
46,2416
46,9003
46,1429
46,4818
46,4655
46,4428
46,7019
46,4945
46,2280
46,9252
46,5424
46,4706
46,4022
46,3051
46,360
46,731
46,2002
46,6300
46,7870
46,1440
46,5284
46,1312
46,7025
46,8327
46,2810
46,3752
46,7642
46,6087
46,6105
46,5100
46,8979
47,7320
47,3442
47,3293
47,1792
47,8371
47,1163
47,3118
47,6481
47,6918
47,6681
47,9664
47,5075
47,5908
47,749
47,1084
47,7846
47,5967
47,6436
47,8848
47,4072
47,7194
47,6511
47,5968
47,4213
47,4122
47,2347
47,8229
47,6924
47,4061
47,196
47,2676
48,8998
48,3294
48,7872
48,1900
48,7284
48,590
48,5179
48,5763
48,513
48,2532
48,1396
48,9336
48,2940
48,6243
48,2272
48,2467
48,1498
48,8549
48,6203
48,5595
48,8913
48,7182
48,5319
48,9149
48,3502
48,4750
48,4356
48,1440
48,9770
48,1318
48,9772
48,5318
48,6088
48,6788
48,3895
48,6379
48,4458
48,4648
48,4931
48,2630
48,4056
49,5431
49,3170
49,853
49,1871
49,1904
49,9683
49,2844
49,1570
49,7028
49,1816
49,9646
49,3113
49,6095
49,8759
49,5621
49,3754
49,9471
49,6253
49,1304
49,1439
49,1384
49,8587
49,9030
49,9120
49,561
49,1611
49,8788
49,9860
49,433
49,5920
49,8218
50,4114
50,487
50,8488
50,3487
50,3492
50,2873
50,3078
50,556
50,7309
50,7416
50,9932
50,7519
50,4923
50,4888
50,5661
50,4016
50,1017
50,428
50,4417
50,6247
50,9883
50,2848
50,8942
50,3170
50,9351
50,3883
50,644
50,9988
50,224
50,8979
50,2227
50,8377
51,8242
51,5372
51,8403
51,6335
51,9886
51,1103
51,3779
51,8776
51,8411
51,794
51,881
51,1065
51,364
51,3387
51,1363
51,8833
51,5617
51,5041
51,7254
51,8551
51,9
51,7941
51,2799
51,5368
51,1460
51,9839
51,1940
51,9084
51,6304
51,7218
51,1630
51,7555
51,4693
51,489
51,486
51,1261
51,7231
51,4498
51,9633
51,1616
51,2669
51,4109
51,8620
52,5041
52,5606
52,9843
52,170
52,2158
52,3568
52,3403
52,9272
52,128
52,2652
52,8581
52,3849
52,2993
52,8598
52,9694
52,3979
52,9770
52,3971
52,1198
52,523
52,3129
52,9705
52,7696
52,5076
52,5714
52,4505
52,8848
52,7763
52,309
52,5523
52,5552
52,8549
52,5872
52,9857
52,4462
52,4659
52,436
52,2028
52,7390
52,762
52,879
52,7764
52,7423
52,608
52,9197
52,3809
52,1216
52,1977
52,4602
52,6007
52,7274
52,115
52,6465
52,8895
52,3397
52,9130
52,6338
53,7207
53,5301
53,6961
53,3838
53,9844
53,3480
53,2809
53,1400
53,3150
53,8357
53,2979
53,8892
53,236
53,5431
53,5698
53,4839
53,3889
53,4389
53,6900
53,3859
53,7015
53,5065
53,2139
53,5858
53,1163
53,9197
53,9078
53,3429
53,3928
53,8827
53,5838
54,6841
54,8559
54,968
54,2042
54,2874
54,62
54,5381
54,1513
54,9272
54,8587
54,1610
54,3975
54,1762
54,2115
54,8240
54,4041
54,1285
54,4072
54,162
54,9413
54,9223
54,6787
54,9549
54,1226
54,3496
54,3749
54,7587
54,4468
54,8134
54,496
54,5216
54,4334
54,4416
54,5047
54,6499
54,9043
54,3780
54,5986
54,323
54,2738
54,2661
54,2719
54,2248
54,8977
54,5851
54,2656
54,3889
54,7905
54,7138
54,1413
54,1155
54,2922
54,8906
55,9658
55,9682
55,1587
55,4180
55,1655
55,1907
55,7153
55,3943
55,8089
55,3367
55,4834
55,2582
55,7840
55,9837
55,999
55,7238
55,3155
55,2307
55,3072
55,3128
55,2266
55,8137
55,4404
55,2957
55,2588
55,2723
55,7972
55,292
55,1050
55,8434
55,1810
55,8376
55,7044
55,7270
55,9592
55,4488
55,2105
55,4661
55,1513
55,2295
55,6897
55,1993
56,2932
56,1467
56,636
56,7672
56,3739
56,2733
56,7941
56,5621
56,8356
56,6132
56,6329
56,9183
56,7430
56,667
56,51
56,5056
56,2212
56,3280
56,1536
56,9761
56,6253
56,6777
56,9385
56,5744
56,3623
56,8715
56,3344
56,1282
56,9925
56,2268
56,8103
56,9412
56,2535
56,310
56,7028
57,8904
57,128
57,4809
57,4261
57,2506
57,6929
57,6268
57,7118
57,6207
57,2325
57,5227
57,8384
57,8465
57,120
57,4865
57,5389
57,9097
57,3294
57,9957
57,9252
57,8393
57,23
57,3785
57,9726
57,1716
57,1220
57,5177
57,6873
57,194
57,3515
57,4585
57,953
57,361
57,9369
57,473
57,5590
57,5076
57,6157
57,5278
57,4675
57,4566
57,7976
57,1614
57,8049
57,4300
57,9630
57,3812
57,9839
57,26
57,3823
58,3840
58,8265
58,1369
58,3348
58,6519
58,9575
58,1424
58,7323
58,2229
58,1282
58,3202
58,3492
58,7454
58,7033
58,2455
58,1082
58,4005
58,1676
58,4585
58,2777
58,1870
58,4365
58,9487
58,3512
58,7712
58,9798
58,4460
58,3557
58,2092
58,2139
58,757
58,7076
58,580
58,2896
58,7347
58,5168
58,2538
58,8633
58,447
58,3431
58,6914
58,62
58,428
58,8460
58,6512
58,4893
58,7870
58,8260
58,3405
58,4094
58,3375
58,4145
58,7513
58,7020
58,7193
58,6007
59,4063
59,8633
59,8334
59,8696
59,7410
59,1732
59,7568
59,8930
59,469
59,8103
59,3830
59,2694
59,5777
59,9397
59,8999
59,4261
59,2962
59,4538
59,2125
59,1635
59,8045
59,3367
59,690
59,723
59,3889
59,5384
59,3843
59,3907
59,4984
59,9320
60,2317
60,7124
60,17
60,884
60,1938
60,7643
60,4654
60,2398
60,1416
60,7663
60,5665
60,3904
60,740
60,4747
60,1351
60,8568
60,8725
60,4485
60,8574
60,4652
60,4595
60,7940
60,1334
60,448
60,8237
60,200
60,3458
60,6274
60,4768
60,7652
60,7699
60,7962
60,8933
60,3914
60,8370
60,459
60,6139
60,5781
60,2863
60,1437
60,2848
60,5758
60,2197
60,2120
60,3091
60,6443
60,4787
60,1627
60,4722
60,3018
60,4622
60,2055
61,2909
61,4926
61,8686
61,3557
61,1409
61,7266
61,5233
61,7922
61,2700
61,3351
61,7416
61,5366
61,2343
61,498
61,9557
61,3661
61,5383
61,6275
61,5889
61,3769
61,7764
61,6120
61,583
61,8933
61,3975
61,2619
61,5144
61,5312
61,8140
61,6513
61,102
61,213
61,2694
62,9112
62,1133
62,3573
62,9018
62,4157
62,420
62,7567
62,4473
62,5187
62,3471
62,2135
62,8360
62,8433
62,1487
62,6476
62,8515
62,9775
62,4373
62,51
62,3160
62,9762
62,8801
62,239
62,8900
62,1623
62,1036
62,4114
62,7887
62,324
62,9032
62,6884
62,1842
62,3073
62,7709
62,9634
62,3939
62,42
62,9210
62,4191
62,2167
62,2758
62,6363
62,5040
62,3386
62,8724
62,3120
62,8858
62,7665
63,3208
63,1050
63,9086
63,3260
63,9538
63,8229
63,3559
63,6755
63,5514
63,3018
63,7090
63,6412
63,4431
63,7314
63,8242
63,9833
63,3735
63,1365
63,4705
63,8664
63,1376
63,6868
63,6360
63,8474
63,967
63,1067
63,8556
63,5259
63,9237
63,4446
63,1623
63,1490
63,4319
63,1940
63,7757
63,1587
63,1278
63,8167
63,4739
63,5552
63,9854
63,7104
64,9892
64,7248
64,5104
64,9286
64,6021
64,1584
64,4415
64,9653
64,8480
64,4333
64,1191
64,3431
64,8664
64,8844
64,9775
64,4361
64,8186
64,5243
64,2747
64,9658
64,5117
64,3785
64,5771
64,6909
64,9600
64,4122
64,9961
64,1922
64,6778
64,7705
64,6289
64,167
64,1037
64,6709
64,1226
64,8680
64,5240
64,9435
64,8420
64,9963
64,3780
64,5423
64,7033
64,8014
