meetingID,participantID,dateWatched
1597,5457,"11/14/2019, 21:41:42"
1597,3478,"10/05/2023, 08:44:20"
1597,6836,"09/16/2021, 18:22:06"
1597,8701,"10/09/2021, 00:36:19"
1597,9003,"11/10/2021, 19:02:09"
1597,9906,"03/23/2024, 13:14:57"
1597,8917,"10/18/2024, 13:19:53"
1597,4093,"03/02/2024, 10:11:13"
1597,8652,"05/05/2023, 15:19:01"
1597,5709,"01/11/2023, 06:13:30"
1597,2633,"06/06/2021, 22:11:45"
1597,7517,"07/27/2024, 23:05:20"
1597,4277,
1597,1849,
1597,4366,"10/04/2020, 10:01:45"
1597,2879,"02/08/2021, 02:25:19"
1597,4687,"02/11/2023, 17:16:33"
1597,1737,"05/17/2019, 16:07:43"
1597,921,"08/15/2020, 15:15:25"
1597,4788,"07/19/2023, 21:08:57"
3668,4543,"09/24/2019, 14:43:26"
3668,8656,"07/31/2022, 19:41:48"
3668,9916,"01/30/2019, 13:07:32"
3668,5258,"04/27/2021, 21:41:00"
3668,6230,"06/18/2023, 04:16:56"
3668,2593,"08/14/2024, 02:08:51"
3668,7485,"03/05/2021, 03:00:41"
3668,3628,
3668,1629,"10/18/2021, 01:08:27"
3668,5069,"03/05/2024, 08:27:45"
3668,1019,
3668,8977,"05/09/2020, 12:50:12"
3668,1706,"05/22/2020, 07:35:32"
3668,8278,"09/29/2023, 10:47:26"
3668,1833,
3668,2601,"07/04/2020, 16:32:57"
3668,7641,"03/24/2021, 00:23:27"
3668,3416,"02/18/2020, 13:27:13"
3668,9880,"08/16/2020, 22:31:09"
3668,1506,"08/30/2023, 17:48:36"
3668,2655,"09/10/2019, 02:30:02"
3668,2550,"01/10/2021, 08:13:40"
3668,8005,"03/22/2021, 09:10:59"
3668,8875,"03/29/2021, 19:51:35"
3668,1153,"04/26/2022, 06:43:09"
3668,7934,"07/21/2021, 17:15:09"
3668,3784,"08/12/2023, 16:32:53"
3668,1715,
3668,2950,
3668,922,"08/13/2021, 19:24:01"
3668,1354,"09/11/2023, 03:55:13"
3668,3913,"04/23/2019, 11:08:40"
3668,6888,"06/27/2020, 19:26:28"
3668,7288,"05/10/2023, 03:08:09"
3668,8736,"11/27/2021, 08:22:28"
3668,3845,"05/01/2023, 18:26:26"
3668,8287,"11/17/2019, 18:30:57"
3668,6319,"06/16/2023, 17:55:49"
3668,7357,"11/15/2022, 04:33:46"
3668,9553,"04/22/2019, 01:34:06"
3668,55,"11/28/2024, 08:01:39"
3668,204,"10/03/2022, 02:20:55"
3668,4965,"04/16/2022, 23:10:02"
3668,8664,
3668,6224,"11/22/2023, 21:40:58"
3668,924,"07/07/2024, 03:05:52"
3668,595,"03/26/2020, 23:27:17"
3668,6719,
3668,897,"04/19/2022, 15:38:14"
3668,7487,"01/03/2021, 04:12:48"
3668,8733,"04/05/2021, 07:38:30"
3668,1777,"07/22/2019, 00:06:47"
3668,5970,"03/12/2020, 15:19:59"
3668,3137,"08/01/2020, 21:55:11"
3668,1072,"04/08/2020, 16:57:32"
3668,7362,"06/27/2021, 06:21:40"
3668,4951,"07/08/2024, 11:36:20"
3668,4117,"09/25/2019, 00:46:44"
3668,2600,
3668,111,
3668,7515,"04/27/2020, 02:26:15"
3668,5820,
3668,3649,"02/22/2021, 19:31:47"
3668,8335,"10/08/2024, 13:08:31"
3668,9647,"03/01/2019, 10:30:48"
3668,8805,"06/06/2022, 16:15:45"
3668,2166,"07/01/2021, 07:33:00"
3668,5457,"03/29/2020, 08:56:43"
3668,3478,"08/16/2022, 10:26:19"
3668,6836,"02/13/2020, 04:40:16"
3668,8701,"09/05/2021, 13:17:16"
3668,9003,"03/15/2024, 11:21:30"
3668,9906,"04/16/2023, 12:48:03"
3668,8917,"10/29/2022, 04:40:01"
3668,4093,"12/20/2024, 07:11:46"
3668,8652,"06/24/2020, 10:30:24"
3668,5709,"01/31/2021, 06:19:18"
3668,2633,"08/21/2024, 04:46:37"
3668,7517,"07/21/2019, 15:41:14"
3668,4277,"08/02/2020, 08:18:52"
3668,1849,"08/20/2020, 18:41:05"
3668,4366,"07/08/2021, 08:06:01"
3668,2879,"10/28/2019, 22:43:08"
3668,4687,"02/23/2024, 10:21:11"
3668,1737,"04/23/2023, 12:47:55"
3668,921,"11/19/2024, 08:17:56"
3668,4788,"06/14/2024, 13:41:06"
3779,5709,"08/17/2020, 14:52:05"
3779,6836,"12/06/2021, 00:43:16"
3779,3845,"02/20/2023, 21:19:14"
3779,3478,"06/23/2021, 02:12:28"
3779,3649,"10/06/2020, 22:45:08"
3779,2633,"04/20/2021, 05:40:25"
3779,9880,"08/15/2023, 15:35:44"
3779,5820,
3779,8287,
3779,8736,"04/15/2019, 09:44:27"
3779,6230,"05/05/2021, 23:28:51"
3779,4366,"12/28/2024, 08:35:05"
3779,2601,"04/16/2024, 10:26:53"
3779,8917,"12/22/2020, 11:00:17"
3779,9906,"07/11/2019, 05:35:28"
3779,4093,"08/22/2019, 07:40:13"
3779,8656,"05/05/2024, 17:07:08"
3779,8652,"06/04/2023, 13:41:24"
3779,111,"12/20/2021, 12:38:52"
3779,5069,"07/02/2021, 21:24:59"
3779,7485,"04/14/2022, 23:36:54"
3779,1354,"01/02/2022, 06:42:30"
3779,2879,"04/16/2024, 01:58:23"
3779,7288,"06/12/2019, 12:00:58"
3779,1849,"12/20/2019, 08:04:21"
3779,4951,"12/16/2022, 02:52:24"
3779,7515,"10/29/2022, 19:28:07"
3779,2593,"01/21/2021, 23:08:27"
3779,3137,"01/22/2021, 06:30:59"
3779,7357,"06/17/2024, 07:41:38"
3779,5258,"01/20/2022, 10:14:41"
3779,8278,"10/26/2019, 00:05:07"
3779,9916,"10/10/2024, 23:11:24"
3779,1153,
3779,2950,"04/08/2021, 00:07:02"
3779,1019,"05/11/2024, 10:04:48"
3779,595,"05/15/2020, 13:53:26"
3779,924,"09/28/2023, 14:33:55"
3779,8335,"07/07/2022, 11:58:17"
3779,922,"10/07/2023, 14:31:53"
3779,2166,"09/11/2021, 12:35:10"
3779,6224,"07/28/2023, 06:02:12"
3779,3628,"03/01/2020, 15:24:18"
3779,1506,
3779,3913,"04/08/2020, 23:09:13"
3779,1072,"05/13/2019, 07:19:02"
3779,2600,"11/15/2020, 18:27:35"
3779,55,"09/08/2021, 18:11:06"
3779,8977,"03/11/2021, 03:47:33"
3779,8875,"02/10/2021, 04:30:41"
3779,3784,"12/17/2019, 16:04:56"
3779,8005,
3779,4687,"06/11/2019, 16:04:35"
3779,921,"04/02/2020, 15:45:27"
3779,204,"03/20/2021, 14:50:10"
3779,8664,"02/18/2021, 14:26:14"
3779,1737,"06/22/2021, 00:55:20"
3779,9647,"05/14/2021, 20:14:36"
3779,7641,"04/19/2023, 16:26:58"
3779,5457,"01/10/2025, 09:00:23"
3779,4543,
3779,1629,"02/25/2022, 12:30:13"
3779,6888,"06/14/2023, 15:21:18"
3779,7517,"10/11/2019, 09:37:37"
3779,1833,"06/23/2023, 16:40:13"
3779,1715,"04/21/2022, 05:13:41"
3779,4788,"05/24/2023, 17:23:45"
3779,7362,"10/20/2019, 09:48:50"
3779,6719,"02/23/2024, 23:28:58"
3779,9553,"03/10/2021, 23:23:18"
3779,3416,"08/06/2024, 15:45:54"
3779,5970,"08/18/2019, 09:34:22"
3779,1777,"03/03/2020, 20:22:22"
3779,1706,"10/01/2022, 18:40:24"
3779,4277,
3779,8701,"01/03/2022, 02:14:12"
3779,2655,"09/03/2019, 21:39:28"
3779,9003,"04/10/2020, 18:01:07"
3779,2550,"05/22/2024, 21:33:33"
3779,4117,"06/30/2021, 19:22:50"
3779,7934,"10/10/2024, 01:59:37"
3779,6319,"09/13/2020, 21:20:38"
3779,4965,"05/29/2022, 04:09:59"
3779,8733,
3779,897,"12/15/2024, 17:20:09"
3779,7487,"06/12/2020, 02:48:25"
3779,8805,"01/02/2022, 21:30:25"
2338,7515,"10/12/2020, 15:11:01"
2338,6319,"07/02/2020, 09:48:44"
2338,8733,"02/21/2020, 00:04:09"
2338,8977,"10/25/2023, 01:23:40"
2338,922,"02/25/2019, 06:18:13"
2338,5457,
2338,8005,"05/02/2020, 22:07:42"
2338,204,"01/27/2019, 10:27:11"
2338,921,
2338,4687,"05/05/2020, 21:59:51"
2338,7288,"10/27/2019, 06:56:06"
2338,1354,
2338,1153,"03/29/2021, 02:37:49"
2338,595,"04/07/2023, 03:42:31"
2338,2950,"01/09/2021, 20:42:31"
2338,1019,"04/24/2020, 16:45:05"
2338,8335,"11/03/2020, 00:12:10"
2338,1777,"06/29/2021, 01:59:47"
2338,3628,"09/06/2020, 08:28:01"
2338,3913,"11/19/2024, 09:30:18"
2338,8875,"03/04/2024, 07:39:50"
2338,6224,
2338,3784,
2338,55,"06/19/2022, 23:59:41"
2338,4965,
2338,1506,"10/06/2021, 08:04:03"
2338,1833,"08/21/2020, 02:22:02"
2338,4788,"08/02/2020, 11:50:40"
2338,5970,"06/02/2023, 06:43:03"
2338,4277,"07/21/2024, 16:46:56"
2338,2633,"09/12/2020, 13:31:44"
2338,8701,"12/19/2024, 22:04:28"
2338,3416,"09/10/2021, 01:02:45"
2338,1072,"06/03/2024, 22:05:04"
2338,2166,"04/09/2020, 06:46:45"
2338,897,"05/08/2024, 17:09:10"
2338,7934,"02/24/2022, 00:39:44"
2338,1715,"08/22/2021, 11:48:32"
2338,7362,"09/22/2024, 02:00:07"
2338,8805,"11/08/2024, 23:34:58"
2338,2655,"09/03/2021, 03:58:34"
2338,9906,"05/08/2021, 17:28:12"
2338,2601,"11/16/2024, 14:23:10"
2338,8656,
2338,8917,
2338,7641,"05/24/2020, 20:03:03"
2338,3478,"12/19/2020, 10:00:49"
2338,6836,"01/11/2024, 12:38:06"
2338,4117,
2338,1706,
2338,2550,"03/02/2019, 09:12:30"
2338,9003,"12/03/2023, 04:36:07"
2338,3845,"02/13/2021, 18:13:08"
2338,5820,"08/06/2022, 01:03:43"
2338,9880,"11/13/2019, 13:07:53"
2338,9553,"01/14/2025, 05:28:08"
2338,6719,"07/03/2020, 10:46:42"
2338,8652,"06/14/2024, 16:39:08"
2338,1629,"09/05/2019, 00:32:54"
2338,5069,"04/17/2023, 00:05:43"
2338,2600,"10/31/2023, 12:18:13"
2338,9647,"11/26/2024, 03:23:21"
2338,4093,"04/27/2019, 11:07:55"
2338,111,"05/27/2024, 01:00:45"
2338,9916,"02/16/2024, 01:35:26"
2338,8664,"04/23/2022, 13:52:45"
2338,2879,"02/14/2024, 08:19:48"
2338,1737,"06/24/2022, 07:37:51"
2338,4543,"01/20/2021, 04:57:44"
2338,6888,"01/09/2022, 23:22:08"
2338,7485,"11/13/2024, 17:26:16"
2338,1849,"09/16/2022, 03:19:14"
2338,3137,"07/16/2020, 16:28:01"
2338,924,"09/13/2021, 15:15:29"
2338,7487,"07/20/2019, 23:29:19"
2338,5709,"08/23/2021, 20:18:40"
2338,8278,"09/07/2020, 18:13:27"
2338,7357,"02/20/2024, 23:09:08"
2338,2593,"01/30/2022, 05:23:46"
2338,4366,
2338,8287,"10/16/2020, 19:11:56"
2338,6230,"11/03/2022, 01:49:46"
2338,4951,"08/19/2019, 02:34:50"
2338,8736,"08/12/2022, 10:32:34"
2338,3649,"04/20/2020, 23:03:06"
2338,5258,"09/10/2024, 23:57:28"
2338,7517,"12/05/2022, 02:40:00"
2704,4424,"03/29/2022, 04:50:04"
2704,53,
2704,8663,"05/04/2024, 18:59:13"
2704,285,
2704,5522,"05/15/2020, 12:22:15"
2704,3940,"08/22/2023, 18:31:40"
2704,5238,"10/22/2023, 19:02:13"
2704,8267,"10/22/2022, 07:37:04"
2704,1746,"08/14/2022, 05:00:12"
2704,223,"03/29/2019, 06:45:42"
2704,8915,"04/13/2020, 07:03:34"
2704,678,"10/02/2020, 19:20:59"
2704,6332,"06/18/2024, 16:41:01"
2704,9543,"04/28/2021, 07:16:17"
2704,3187,"05/07/2020, 21:27:58"
2704,575,
2704,177,"09/12/2019, 03:11:35"
2704,3568,"01/18/2024, 09:46:15"
2704,8939,"08/14/2022, 06:55:04"
2704,8019,"11/15/2019, 15:43:27"
2704,3800,"09/13/2023, 10:48:26"
2704,3802,"07/31/2021, 05:42:39"
2704,2650,"05/04/2019, 17:45:25"
2704,7264,"11/21/2019, 08:25:19"
2704,5902,
2704,3691,"11/08/2022, 23:06:21"
2704,1770,"09/04/2021, 07:22:40"
2704,9600,"09/25/2024, 16:59:38"
2704,1769,"08/02/2022, 18:57:07"
2704,1440,"03/31/2022, 08:13:50"
2704,974,"01/16/2024, 16:14:50"
2704,9885,"12/12/2023, 22:53:11"
2704,1056,"08/29/2023, 23:54:43"
2704,4091,"04/28/2020, 08:40:39"
2704,9929,"07/12/2023, 19:19:56"
2704,694,"07/08/2021, 13:58:02"
2704,2085,"07/20/2023, 22:09:49"
2704,5157,"05/18/2022, 01:32:58"
2704,7026,"05/07/2020, 13:35:01"
2704,1761,"02/02/2024, 19:29:21"
2704,5568,"08/09/2023, 06:54:35"
2704,4641,"07/08/2022, 01:30:49"
2704,1602,"06/09/2020, 10:32:43"
2704,9976,"09/05/2022, 21:41:06"
2704,689,"06/01/2022, 23:40:26"
2704,1334,"01/06/2022, 07:06:05"
2704,8841,"12/25/2022, 23:49:44"
2704,946,
2704,1822,"10/08/2019, 19:49:49"
2704,5433,"10/06/2023, 18:58:01"
2704,7763,"01/07/2023, 14:34:27"
2704,2449,
2704,1899,"08/24/2024, 16:03:24"
2704,7987,"01/25/2021, 04:58:39"
2704,4370,"01/19/2020, 14:07:41"
2704,9657,
2704,8796,"01/31/2020, 05:05:48"
2704,4911,"01/23/2021, 02:40:09"
2704,193,"11/17/2023, 12:24:38"
2704,5133,"01/20/2022, 04:17:31"
2704,6040,"06/30/2019, 21:39:50"
2704,5702,"06/29/2022, 11:19:45"
2704,6124,"05/15/2024, 23:06:11"
2704,3288,"04/22/2022, 05:36:16"
2704,501,"06/08/2020, 01:11:18"
2704,4565,"09/16/2021, 05:12:41"
2704,126,"03/22/2020, 19:39:21"
2704,4052,"07/20/2024, 00:56:39"
2704,6163,
2704,174,"09/02/2022, 03:53:30"
2704,4873,"12/19/2021, 18:40:04"
2704,7404,"10/13/2024, 19:17:14"
2704,2796,"10/25/2021, 04:09:15"
1677,8267,
1677,4370,"10/05/2020, 04:19:08"
1677,3288,"10/20/2024, 10:38:03"
1677,689,"01/05/2025, 16:28:36"
1677,223,"05/04/2024, 06:38:44"
1677,6124,"04/26/2024, 00:52:07"
1677,1334,"08/20/2022, 10:54:00"
1677,8841,
1677,126,"08/09/2021, 02:20:33"
1677,4565,
1677,6163,"08/03/2024, 11:47:59"
1677,4873,"08/18/2020, 00:55:27"
1677,174,"05/03/2021, 19:55:05"
1677,7404,"03/04/2023, 09:56:58"
1677,9976,"11/07/2020, 19:07:10"
1677,5702,"04/16/2021, 16:53:11"
1677,9657,"07/29/2023, 16:19:13"
1677,2449,"07/12/2021, 02:26:20"
1677,8796,"06/11/2021, 09:29:43"
1677,4052,"10/04/2021, 13:01:01"
1677,6040,
1677,5133,"03/06/2021, 08:49:26"
1677,4911,"06/23/2021, 02:52:52"
1677,694,"01/28/2024, 11:11:48"
1677,9885,"08/29/2021, 09:00:55"
1677,1056,"07/14/2020, 06:45:07"
1677,974,
1677,1746,"11/21/2019, 13:48:07"
1677,3691,"02/15/2022, 02:05:17"
1677,1769,"01/20/2022, 06:13:40"
1677,1770,
1677,4091,"10/17/2019, 15:08:04"
1677,4424,"08/25/2024, 20:25:42"
1677,8663,"04/07/2019, 23:52:57"
1677,53,"03/22/2021, 02:53:04"
1677,285,"11/15/2022, 06:07:07"
1677,3940,"04/11/2022, 19:41:43"
1677,8915,"06/28/2019, 22:14:12"
1677,9929,"01/03/2022, 15:29:17"
1677,4641,"05/12/2022, 10:13:18"
1677,9543,
1677,5522,"07/28/2023, 21:21:33"
1677,678,"03/19/2019, 07:45:18"
1677,5568,"05/19/2023, 13:20:44"
1677,1440,"04/12/2024, 17:34:09"
1677,2796,"05/07/2020, 23:14:35"
1677,501,"09/29/2020, 14:27:21"
1677,5433,"07/03/2021, 16:41:53"
1677,7763,"11/17/2021, 18:50:20"
1677,193,"03/02/2024, 16:19:15"
1677,1822,"07/25/2021, 19:32:52"
1677,5238,
1677,946,"03/20/2022, 19:49:55"
1677,7987,"10/15/2023, 15:14:21"
1677,1899,"10/31/2020, 21:28:24"
1677,3802,"04/27/2022, 01:34:54"
1677,2085,"02/23/2023, 19:58:34"
1677,9600,"03/20/2023, 18:19:28"
1677,7026,"12/17/2023, 06:58:13"
1677,7264,"08/19/2022, 17:34:48"
1677,1602,"01/06/2020, 08:28:08"
1677,1761,"06/14/2023, 16:57:43"
1677,5157,"02/11/2023, 03:02:32"
1677,6332,"06/20/2020, 05:54:12"
1677,575,"06/27/2019, 03:01:39"
1677,3568,
1677,8939,"03/14/2024, 15:29:58"
1677,8019,"10/04/2022, 08:46:11"
1677,3800,"08/18/2023, 02:24:49"
1677,3187,"04/15/2019, 03:48:37"
1677,177,"03/23/2023, 09:08:05"
1677,5902,"05/25/2022, 00:35:43"
1677,2650,"11/16/2019, 06:40:45"
1743,6124,"05/03/2019, 09:31:26"
1743,223,"07/07/2022, 07:13:23"
1743,174,"01/12/2021, 00:44:12"
1743,4091,
1743,1056,"11/19/2019, 14:42:08"
1743,3800,"12/01/2022, 17:38:01"
1743,3940,"11/05/2021, 00:05:21"
1743,9929,"01/23/2020, 12:27:56"
1743,1602,"09/19/2022, 01:01:35"
1743,1746,"07/02/2020, 15:37:41"
1743,2796,"08/07/2022, 17:05:50"
1743,1761,"10/24/2020, 20:13:27"
1743,5902,"06/28/2022, 09:58:09"
1743,3187,"04/16/2022, 02:16:50"
1743,5157,"12/11/2023, 19:35:42"
1743,4641,"08/02/2023, 10:08:10"
1743,9600,
1743,9885,"03/23/2024, 12:19:06"
1743,9543,"03/10/2022, 03:13:00"
1743,1770,"05/23/2022, 02:32:09"
1743,4565,"08/24/2022, 18:35:55"
1743,8915,
1743,3691,
1743,7264,
1743,5133,"01/16/2024, 13:13:34"
1743,5238,"01/03/2020, 00:13:52"
1743,3288,"02/01/2021, 21:47:36"
1743,5702,"10/16/2022, 03:48:45"
1743,974,"05/19/2023, 15:19:03"
1743,8019,"09/10/2022, 10:55:12"
1743,6040,
1743,53,"11/08/2024, 07:13:42"
1743,285,"06/23/2021, 07:30:48"
1743,4424,"01/15/2024, 00:20:17"
1743,689,"10/28/2024, 05:07:08"
1743,193,
1743,1334,"11/02/2021, 21:09:14"
1743,8267,
1743,8663,"02/10/2023, 01:39:47"
1743,4911,"11/06/2020, 11:08:49"
1743,3802,"11/19/2022, 17:15:28"
1743,5433,"03/24/2023, 22:37:51"
1743,8796,"12/30/2023, 14:57:51"
1743,1822,"02/06/2022, 12:59:47"
1743,4370,"04/13/2019, 18:56:18"
1743,7763,"12/25/2020, 09:27:24"
1743,126,"09/02/2024, 22:57:05"
1743,694,"01/12/2021, 03:20:18"
1743,5522,"09/14/2022, 07:53:39"
1743,7404,
1743,6332,"09/03/2023, 04:42:34"
1743,1769,"07/01/2023, 04:01:21"
1743,678,"11/11/2022, 19:50:11"
1743,9976,"05/22/2021, 00:24:58"
1743,1440,"11/27/2020, 14:42:36"
1743,946,"09/24/2020, 12:35:59"
1743,8841,"06/23/2022, 19:10:25"
1743,4052,"01/19/2019, 06:30:01"
1743,575,"03/18/2022, 04:16:48"
1743,2085,"08/06/2020, 11:05:14"
1743,7026,"04/19/2022, 00:49:45"
1743,9657,"03/07/2023, 11:11:10"
1743,1899,"02/05/2021, 21:31:12"
1743,8939,"07/08/2019, 23:05:27"
1743,4873,"08/12/2020, 21:41:32"
1743,7987,"11/16/2024, 15:12:07"
1743,5568,"08/25/2020, 19:38:26"
1743,3568,"02/10/2022, 04:48:04"
1743,177,"12/26/2019, 10:08:02"
1743,501,"11/28/2022, 20:06:57"
1743,2449,"05/08/2022, 04:19:41"
1743,6163,"11/26/2019, 22:24:37"
1743,2650,"08/17/2023, 06:07:35"
3728,2650,"02/19/2020, 11:49:22"
3728,6163,"04/09/2021, 16:04:13"
3728,501,"04/18/2023, 18:04:49"
3728,6332,"11/02/2024, 05:46:51"
3728,8939,"08/11/2023, 10:15:52"
3728,3568,
3728,5568,"05/06/2023, 03:10:15"
3728,177,"08/04/2023, 01:31:50"
3728,946,"04/06/2021, 18:26:12"
3728,7987,"12/08/2019, 16:54:27"
3728,8841,"04/17/2024, 00:00:45"
3728,5433,"05/31/2021, 05:05:14"
3728,2449,"03/24/2024, 19:27:18"
3728,1334,"02/03/2019, 19:05:04"
3728,575,"09/09/2023, 16:19:45"
3728,1899,"07/23/2019, 04:57:42"
3728,4370,
3728,4911,"12/26/2021, 11:57:09"
3728,3288,"12/04/2021, 11:27:17"
3728,5133,"08/15/2023, 13:45:14"
3728,8019,"06/12/2022, 04:02:47"
3728,6040,"06/15/2024, 06:44:53"
3728,5238,"06/17/2021, 23:52:31"
3728,126,
3728,2085,"11/05/2020, 05:15:12"
3728,3802,"06/22/2021, 15:38:42"
3728,7763,"02/22/2023, 17:03:21"
3728,9657,"11/16/2023, 09:05:16"
3728,7026,"12/08/2020, 12:34:31"
3728,8796,"03/15/2021, 19:50:49"
3728,4052,"07/16/2023, 16:16:45"
3728,5702,"10/03/2019, 14:32:01"
3728,1056,"07/13/2019, 22:24:05"
3728,3691,"02/16/2023, 05:08:57"
3728,8915,"12/11/2021, 17:01:36"
3728,8663,"12/10/2022, 00:25:23"
3728,678,"02/16/2023, 23:20:20"
3728,1770,"08/15/2023, 15:34:52"
3728,4641,"03/26/2020, 07:13:31"
3728,1769,"09/13/2022, 03:00:10"
3728,1440,"02/10/2021, 12:21:02"
3728,9929,"04/15/2024, 19:00:13"
3728,5522,
3728,9543,"11/24/2019, 16:05:46"
3728,9885,"03/05/2023, 04:37:29"
3728,9976,"11/30/2019, 10:26:09"
3728,9600,"01/29/2022, 04:47:33"
3728,3800,"06/15/2024, 18:17:22"
3728,4424,"11/23/2023, 02:20:07"
3728,223,"12/07/2023, 10:26:10"
3728,174,"04/16/2019, 19:16:16"
3728,7264,"04/19/2021, 13:22:52"
3728,974,"11/14/2019, 17:53:50"
3728,4091,"08/27/2022, 23:17:57"
3728,3940,"09/10/2020, 06:07:11"
3728,6124,"10/30/2024, 07:25:57"
3728,285,
3728,689,"04/04/2019, 02:38:49"
3728,1822,"02/02/2021, 12:21:31"
3728,4565,"10/31/2023, 09:52:21"
3728,8267,"10/29/2019, 12:37:28"
3728,193,"02/03/2023, 23:05:16"
3728,53,"10/16/2022, 06:37:55"
3728,4873,"03/12/2021, 14:41:13"
3728,2796,"07/20/2022, 08:12:53"
3728,5157,"10/17/2022, 06:03:11"
3728,1761,"01/10/2020, 04:21:56"
3728,3187,"04/03/2022, 08:09:24"
3728,694,"07/20/2024, 06:52:43"
3728,1602,"05/25/2020, 04:34:35"
3728,7404,"11/05/2023, 13:44:16"
3728,5902,"01/10/2022, 19:58:54"
3728,1746,"08/04/2020, 21:49:25"
189,575,"11/16/2022, 04:39:46"
189,5702,"06/16/2024, 08:57:45"
189,6040,"04/19/2024, 21:44:27"
189,4911,"04/12/2021, 23:00:46"
189,5238,"12/13/2019, 00:34:56"
189,8019,"09/06/2019, 09:09:48"
189,6332,"08/12/2020, 21:33:28"
189,5902,"11/21/2024, 08:41:09"
189,7404,"04/13/2021, 11:18:41"
189,8939,"01/18/2023, 21:14:56"
189,5568,"06/25/2019, 02:25:06"
189,6163,"07/03/2019, 07:54:23"
189,3568,"06/26/2022, 20:53:15"
189,5133,"09/26/2022, 18:57:46"
189,3288,"07/14/2021, 05:36:35"
189,3802,
189,9657,"06/14/2019, 19:10:43"
189,501,"08/16/2020, 01:06:20"
189,7026,"01/06/2025, 20:52:25"
189,126,"04/12/2024, 13:07:33"
189,2085,"03/12/2021, 21:41:01"
189,7763,
189,4052,"07/18/2023, 11:43:50"
189,4091,"01/04/2024, 15:32:51"
189,3800,
189,6124,"12/19/2021, 01:40:21"
189,3940,"06/10/2024, 06:53:32"
189,7264,"12/25/2022, 15:47:58"
189,223,"12/07/2021, 22:45:17"
189,174,
189,1822,"03/19/2024, 22:13:52"
189,193,"12/05/2022, 03:57:15"
189,4370,"02/19/2019, 20:47:36"
189,53,"03/09/2021, 22:42:52"
189,8267,"12/01/2019, 17:58:35"
189,4565,"09/08/2024, 09:06:20"
189,689,"07/08/2021, 16:08:13"
189,9976,"02/17/2022, 12:09:02"
189,3691,"04/13/2024, 00:49:07"
189,9600,"09/15/2023, 17:44:19"
189,1770,"04/30/2019, 06:05:28"
189,285,"02/04/2023, 17:43:28"
189,678,"05/31/2020, 06:56:06"
189,4424,"03/11/2021, 00:10:37"
189,8915,"10/12/2023, 00:09:40"
189,1334,"09/03/2023, 23:46:24"
189,2650,
189,7987,"01/24/2023, 10:18:07"
189,2449,"04/24/2021, 16:23:57"
189,8796,"10/09/2019, 01:19:45"
