internshipID,studentID,date,wasPresent
48,9202,2022-09-28,0.0
19,424,2021-06-22,1.0
19,424,2021-06-26,1.0
95,1940,2024-08-19,0.0
95,1940,2024-08-25,1.0
37,3299,2022-04-12,1.0
37,3299,2022-04-06,1.0
83,2662,2020-04-15,1.0
83,2662,2020-04-15,0.0
58,5876,2021-12-10,0.0
58,5876,2021-12-13,1.0
79,2970,2025-11-17,
79,2970,2025-11-17,
18,7408,2025-07-29,
18,7408,2025-07-25,
75,4654,2021-06-19,1.0
75,4654,2021-06-21,1.0
51,2105,2024-05-04,1.0
51,2105,2024-05-02,0.0
67,7508,2019-04-29,0.0
67,7508,2019-04-22,1.0
38,5494,2022-11-06,0.0
38,5494,2022-11-15,1.0
36,2685,2025-11-05,
36,2685,2025-11-07,
15,9579,2020-02-04,1.0
15,9579,2020-02-05,1.0
11,5545,2024-11-30,0.0
11,5545,2024-11-28,0.0
27,5902,2025-11-26,
27,5902,2025-11-17,
87,174,2020-05-15,1.0
87,174,2020-05-13,1.0
27,4641,2025-11-17,
27,4641,2025-11-22,
82,4565,2020-06-08,1.0
82,4565,2020-06-21,1.0
91,8019,2019-07-07,1.0
91,8019,2019-07-04,1.0
23,3802,2021-05-18,1.0
23,3802,2021-05-20,1.0
3,2085,2020-11-25,1.0
3,2085,2020-11-29,1.0
44,3187,2024-04-04,1.0
44,3187,2024-04-10,1.0
53,7404,2022-02-12,1.0
53,7404,2022-02-05,1.0
81,4873,2022-09-11,1.0
81,4873,2022-09-10,0.0
12,6163,2020-02-17,1.0
12,6163,2020-02-17,1.0
23,2650,2021-05-15,1.0
23,2650,2021-05-22,1.0
68,3800,2023-11-12,1.0
68,3800,2023-11-12,1.0
94,501,2024-11-27,1.0
94,501,2024-11-24,1.0
14,575,2022-08-11,1.0
14,575,2022-08-11,1.0
68,7264,2023-11-25,1.0
68,7264,2023-11-25,1.0
19,7026,2021-06-16,1.0
19,7026,2021-06-23,1.0
53,9543,2022-02-13,1.0
53,9543,2022-02-15,0.0
37,1602,2022-04-07,1.0
37,1602,2022-04-06,1.0
8,694,2023-02-24,1.0
8,694,2023-02-20,1.0
7,3691,2025-06-07,
7,3691,2025-06-01,
38,1746,2022-11-02,1.0
38,1746,2022-11-14,1.0
69,8915,2024-08-30,1.0
69,8915,2024-08-29,1.0
38,8267,2022-11-03,0.0
38,8267,2022-11-07,1.0
71,8663,2025-11-11,
71,8663,2025-11-15,
83,4911,2020-04-11,1.0
83,4911,2020-04-16,0.0
49,3288,2024-05-18,1.0
49,3288,2024-05-08,1.0
47,5133,2019-03-12,1.0
47,5133,2019-03-17,1.0
55,7987,2022-02-06,0.0
55,7987,2022-02-08,1.0
90,1899,2022-04-08,0.0
90,1899,2022-04-08,1.0
78,946,2020-02-05,1.0
78,946,2020-02-06,1.0
78,7763,2020-01-31,1.0
78,7763,2020-01-27,0.0
64,5433,2023-06-03,0.0
64,5433,2023-05-22,1.0
30,6040,2021-11-22,1.0
30,6040,2021-11-14,1.0
31,193,2022-12-11,1.0
31,193,2022-12-05,1.0
34,5702,2021-04-01,1.0
34,5702,2021-03-30,1.0
20,3940,2020-06-03,0.0
20,3940,2020-05-25,1.0
25,285,2025-09-17,
25,285,2025-09-17,
25,4091,2025-09-23,
25,4091,2025-09-13,
82,5522,2020-06-16,1.0
82,5522,2020-06-16,1.0
9,678,2021-05-06,1.0
9,678,2021-05-02,1.0
69,5157,2024-08-21,1.0
69,5157,2024-08-20,1.0
36,5568,2025-11-15,
36,5568,2025-11-09,
14,1761,2022-08-09,1.0
14,1761,2022-08-07,1.0
32,177,2019-08-21,1.0
32,177,2019-08-28,1.0
76,3568,2021-06-13,1.0
76,3568,2021-06-13,0.0
11,8939,2024-11-25,1.0
11,8939,2024-11-28,1.0
59,2796,2023-05-24,1.0
59,2796,2023-05-26,1.0
92,6332,2022-11-12,1.0
92,6332,2022-11-23,1.0
78,1769,2020-02-02,1.0
78,1769,2020-01-31,1.0
79,9600,2025-11-17,
79,9600,2025-11-15,
89,1770,2023-02-03,1.0
89,1770,2023-01-28,1.0
62,6124,2025-12-24,
62,6124,2025-12-29,
18,9976,2025-07-24,
18,9976,2025-07-31,
21,689,2020-04-15,1.0
21,689,2020-04-23,1.0
16,5238,2022-04-10,1.0
16,5238,2022-04-07,0.0
81,1822,2022-09-09,1.0
81,1822,2022-09-14,0.0
37,126,2022-04-14,1.0
37,126,2022-04-13,1.0
10,4052,2021-09-24,1.0
10,4052,2021-09-14,1.0
80,8841,2020-11-10,1.0
80,8841,2020-11-08,1.0
6,2449,2019-11-28,1.0
6,2449,2019-12-03,0.0
46,8796,2022-09-16,0.0
46,8796,2022-09-14,0.0
48,9657,2022-09-27,1.0
48,9657,2022-10-08,1.0
60,4370,2025-07-20,
60,4370,2025-07-16,
79,1334,2025-11-07,
79,1334,2025-11-10,
45,53,2024-03-17,1.0
45,53,2024-03-25,1.0
16,223,2022-04-09,1.0
16,223,2022-04-05,0.0
87,4424,2020-05-23,1.0
87,4424,2020-05-11,1.0
71,1056,2025-11-17,
71,1056,2025-11-10,
43,974,2024-09-11,1.0
43,974,2024-09-14,1.0
27,9885,2025-11-22,
27,9885,2025-11-20,
22,1440,2021-11-08,1.0
22,1440,2021-11-01,1.0
38,9929,2022-11-03,1.0
38,9929,2022-11-14,1.0
30,1501,2021-11-21,0.0
30,1501,2021-11-15,1.0
15,476,2020-02-05,1.0
15,476,2020-01-28,1.0
25,8987,2025-09-18,
25,8987,2025-09-16,
77,1842,2023-07-31,1.0
77,1842,2023-07-23,1.0
54,6302,2023-09-28,1.0
54,6302,2023-09-22,1.0
10,8579,2021-09-19,1.0
10,8579,2021-09-21,1.0
30,5225,2021-11-16,1.0
30,5225,2021-11-17,1.0
61,1555,2025-10-26,
61,1555,2025-10-27,
47,3542,2019-03-13,0.0
47,3542,2019-03-09,1.0
81,9834,2022-09-09,1.0
81,9834,2022-09-07,1.0
63,2850,2024-05-20,1.0
63,2850,2024-05-15,0.0
41,2523,2023-08-18,1.0
41,2523,2023-08-26,1.0
49,4305,2024-05-11,1.0
49,4305,2024-05-18,1.0
29,1921,2025-12-30,
29,1921,2025-12-29,
3,738,2020-12-02,1.0
3,738,2020-11-28,1.0
91,3214,2019-07-01,1.0
91,3214,2019-07-08,1.0
16,9132,2022-04-04,1.0
16,9132,2022-04-07,1.0
39,6106,2021-08-15,1.0
39,6106,2021-08-11,1.0
88,5169,2025-02-27,
88,5169,2025-02-25,
67,4984,2019-04-30,0.0
67,4984,2019-04-25,1.0
47,6800,2019-03-08,1.0
47,6800,2019-03-17,1.0
32,4400,2019-08-20,1.0
32,4400,2019-08-23,1.0
22,4273,2021-11-13,1.0
22,4273,2021-11-08,0.0
55,6097,2022-02-10,1.0
55,6097,2022-02-10,1.0
89,9860,2023-02-01,1.0
89,9860,2023-01-24,0.0
49,7197,2024-05-14,1.0
49,7197,2024-05-07,1.0
2,7046,2019-06-04,1.0
2,7046,2019-05-25,1.0
33,6087,2025-06-26,
33,6087,2025-07-07,
91,8698,2019-06-29,1.0
91,8698,2019-07-03,1.0
1,9740,2021-08-09,1.0
1,9740,2021-08-08,1.0
61,5032,2025-10-19,
61,5032,2025-10-21,
51,6216,2024-04-29,1.0
51,6216,2024-04-25,0.0
88,9167,2025-03-03,
88,9167,2025-02-25,
60,577,2025-07-11,
60,577,2025-07-11,
35,2308,2024-08-24,1.0
35,2308,2024-08-12,1.0
41,255,2023-08-16,1.0
41,255,2023-08-16,1.0
45,7574,2024-03-15,1.0
45,7574,2024-03-20,1.0
25,9046,2025-09-18,
25,9046,2025-09-20,
98,3728,2020-11-28,1.0
98,3728,2020-11-18,1.0
33,9981,2025-06-25,
33,9981,2025-06-30,
20,8251,2020-05-24,1.0
20,8251,2020-05-25,1.0
35,1371,2024-08-15,1.0
35,1371,2024-08-20,1.0
87,1884,2020-05-19,1.0
87,1884,2020-05-23,1.0
75,2024,2021-06-30,0.0
75,2024,2021-06-28,1.0
30,5586,2021-11-12,1.0
30,5586,2021-11-19,1.0
27,2344,2025-11-21,
27,2344,2025-11-21,
37,7158,2022-04-09,1.0
37,7158,2022-04-15,1.0
12,9888,2020-02-07,1.0
12,9888,2020-02-18,1.0
32,9150,2019-08-27,1.0
32,9150,2019-08-23,1.0
48,301,2022-10-05,1.0
48,301,2022-09-28,1.0
47,1293,2019-03-19,1.0
47,1293,2019-03-08,1.0
43,9729,2024-09-13,1.0
43,9729,2024-09-05,1.0
32,9719,2019-08-20,1.0
32,9719,2019-08-23,1.0
51,7165,2024-05-02,1.0
51,7165,2024-04-30,1.0
14,7562,2022-08-07,1.0
14,7562,2022-07-29,1.0
40,1516,2020-05-17,1.0
40,1516,2020-05-18,1.0
37,6135,2022-04-05,1.0
37,6135,2022-04-05,1.0
11,9557,2024-11-17,1.0
11,9557,2024-11-28,1.0
41,8217,2023-08-19,1.0
41,8217,2023-08-29,1.0
86,9908,2025-05-25,
86,9908,2025-05-28,
8,5546,2023-02-20,0.0
8,5546,2023-02-16,1.0
53,514,2022-02-02,1.0
53,514,2022-02-03,1.0
43,6020,2024-09-09,1.0
43,6020,2024-09-07,1.0
78,8633,2020-01-30,1.0
78,8633,2020-01-25,1.0
73,6433,2024-07-11,1.0
73,6433,2024-07-18,1.0
27,7519,2025-11-15,
27,7519,2025-11-22,
10,7708,2021-09-18,1.0
10,7708,2021-09-22,1.0
31,1987,2022-12-14,1.0
31,1987,2022-12-06,1.0
38,8452,2022-11-02,1.0
38,8452,2022-11-07,1.0
23,9822,2021-05-16,1.0
23,9822,2021-05-21,1.0
62,6067,2025-12-20,
62,6067,2025-12-22,
47,8007,2019-03-16,1.0
47,8007,2019-03-13,1.0
50,6287,2020-12-18,1.0
50,6287,2020-12-26,1.0
20,4333,2020-05-25,1.0
20,4333,2020-05-31,1.0
35,6158,2024-08-24,1.0
35,6158,2024-08-17,1.0
74,3910,2023-08-01,1.0
74,3910,2023-07-29,1.0
63,7972,2024-05-11,1.0
63,7972,2024-05-19,1.0
88,5302,2025-02-26,
88,5302,2025-03-07,
36,9527,2025-11-12,
36,9527,2025-11-12,
59,873,2023-06-01,1.0
59,873,2023-05-27,0.0
33,627,2025-07-07,
33,627,2025-06-24,
63,9986,2024-05-21,1.0
63,9986,2024-05-13,1.0
42,6787,2020-10-18,1.0
42,6787,2020-10-09,0.0
32,6010,2019-08-23,1.0
32,6010,2019-08-26,1.0
78,9877,2020-01-29,1.0
78,9877,2020-01-29,1.0
25,5427,2025-09-25,
25,5427,2025-09-14,
15,6427,2020-02-02,1.0
15,6427,2020-02-03,1.0
87,3371,2020-05-22,1.0
87,3371,2020-05-20,1.0
70,7765,2023-09-12,1.0
70,7765,2023-09-12,1.0
91,1133,2019-06-29,1.0
91,1133,2019-07-06,1.0
3,6715,2020-11-23,1.0
3,6715,2020-11-29,1.0
52,2434,2021-07-17,1.0
52,2434,2021-07-17,1.0
18,5149,2025-08-01,
18,5149,2025-07-31,
73,2886,2024-07-20,1.0
73,2886,2024-07-18,1.0
97,3448,2021-07-15,1.0
97,3448,2021-07-16,1.0
53,9683,2022-02-15,1.0
53,9683,2022-02-02,1.0
77,4853,2023-07-26,1.0
77,4853,2023-07-25,1.0
45,4038,2024-03-25,1.0
45,4038,2024-03-17,1.0
53,8560,2022-02-12,0.0
53,8560,2022-02-13,0.0
73,1126,2024-07-19,1.0
73,1126,2024-07-13,1.0
19,8835,2021-06-15,1.0
19,8835,2021-06-24,1.0
59,881,2023-05-23,1.0
59,881,2023-06-02,0.0
31,1529,2022-12-03,1.0
31,1529,2022-12-03,1.0
50,838,2020-12-22,0.0
50,838,2020-12-31,1.0
70,3884,2023-09-18,0.0
70,3884,2023-09-19,1.0
7,3424,2025-06-07,
7,3424,2025-05-29,
6,1332,2019-12-03,1.0
6,1332,2019-12-03,1.0
85,7279,2020-11-27,1.0
85,7279,2020-11-22,1.0
31,7631,2022-12-09,1.0
31,7631,2022-12-02,1.0
78,8427,2020-02-02,1.0
78,8427,2020-01-25,1.0
51,8785,2024-04-24,0.0
51,8785,2024-05-03,1.0
10,5556,2021-09-16,1.0
10,5556,2021-09-20,1.0
87,6693,2020-05-14,0.0
87,6693,2020-05-19,1.0
46,8111,2022-09-20,1.0
46,8111,2022-09-20,1.0
86,2824,2025-05-19,
86,2824,2025-05-26,
92,677,2022-11-21,1.0
92,677,2022-11-13,1.0
74,3418,2023-07-29,1.0
74,3418,2023-08-01,1.0
65,8964,2023-06-05,1.0
65,8964,2023-06-03,1.0
51,7122,2024-04-29,1.0
51,7122,2024-05-06,1.0
25,9373,2025-09-12,
25,9373,2025-09-23,
75,7760,2021-06-21,1.0
75,7760,2021-06-26,0.0
83,5165,2020-04-16,1.0
83,5165,2020-04-14,1.0
13,6587,2023-02-08,1.0
13,6587,2023-02-08,1.0
43,93,2024-09-03,1.0
43,93,2024-09-11,1.0
97,3009,2021-07-10,1.0
97,3009,2021-07-09,1.0
83,7928,2020-04-12,1.0
83,7928,2020-04-13,1.0
62,2019,2025-12-21,
62,2019,2025-12-29,
24,8114,2025-11-02,
24,8114,2025-10-29,
7,4704,2025-05-31,
7,4704,2025-05-30,
32,4032,2019-08-20,1.0
32,4032,2019-08-24,1.0
77,978,2023-07-24,1.0
77,978,2023-07-26,1.0
80,7039,2020-11-21,1.0
80,7039,2020-11-10,0.0
12,7798,2020-02-17,1.0
12,7798,2020-02-08,1.0
61,5999,2025-10-18,
61,5999,2025-10-20,
23,4719,2021-05-22,1.0
23,4719,2021-05-24,1.0
90,1344,2022-04-11,1.0
90,1344,2022-04-05,0.0
59,9890,2023-05-28,0.0
59,9890,2023-05-22,1.0
65,4891,2023-06-01,1.0
65,4891,2023-06-02,1.0
83,1174,2020-04-14,1.0
83,1174,2020-04-14,1.0
56,2145,2023-12-12,1.0
56,2145,2023-12-05,1.0
33,1513,2025-06-28,
33,1513,2025-07-07,
21,8619,2020-04-23,1.0
21,8619,2020-04-25,1.0
20,5538,2020-05-28,1.0
20,5538,2020-05-27,0.0
55,8369,2022-02-14,1.0
55,8369,2022-02-10,1.0
30,9698,2021-11-11,1.0
30,9698,2021-11-17,1.0
33,3476,2025-06-24,
33,3476,2025-07-07,
15,2326,2020-01-28,1.0
15,2326,2020-02-03,0.0
2,2589,2019-06-01,1.0
2,2589,2019-06-07,1.0
36,8032,2025-11-05,
36,8032,2025-11-09,
62,6467,2025-12-18,
62,6467,2025-12-24,
9,6337,2021-05-05,1.0
9,6337,2021-05-11,1.0
91,546,2019-06-29,1.0
91,546,2019-07-10,1.0
86,9214,2025-05-26,
86,9214,2025-05-25,
11,6559,2024-11-25,1.0
11,6559,2024-11-29,1.0
37,9754,2022-04-05,1.0
37,9754,2022-04-07,1.0
58,606,2021-12-12,1.0
58,606,2021-12-15,1.0
78,2717,2020-01-29,1.0
78,2717,2020-02-05,0.0
15,6840,2020-02-01,1.0
15,6840,2020-01-27,1.0
75,2022,2021-06-24,1.0
75,2022,2021-06-28,1.0
37,7869,2022-04-14,1.0
37,7869,2022-04-12,1.0
81,1762,2022-09-17,1.0
81,1762,2022-09-16,1.0
62,5414,2025-12-23,
62,5414,2025-12-24,
60,5089,2025-07-14,
60,5089,2025-07-19,
67,7522,2019-04-30,1.0
67,7522,2019-04-26,1.0
15,4916,2020-01-28,1.0
15,4916,2020-01-29,1.0
36,1194,2025-11-05,
36,1194,2025-11-14,
10,7031,2021-09-19,1.0
10,7031,2021-09-15,1.0
66,7219,2020-12-19,1.0
66,7219,2020-12-13,1.0
33,7811,2025-07-04,
33,7811,2025-07-02,
99,8080,2021-10-21,1.0
99,8080,2021-10-23,0.0
60,7957,2025-07-19,
60,7957,2025-07-16,
81,5816,2022-09-17,0.0
81,5816,2022-09-19,1.0
0,4323,2024-03-31,1.0
0,4323,2024-03-24,1.0
95,9247,2024-08-18,1.0
95,9247,2024-08-23,1.0
74,4005,2023-07-28,1.0
74,4005,2023-07-20,1.0
60,5730,2025-07-08,
60,5730,2025-07-20,
98,9015,2020-11-21,1.0
98,9015,2020-11-17,1.0
70,4062,2023-09-10,0.0
70,4062,2023-09-17,1.0
32,5130,2019-08-29,1.0
32,5130,2019-08-29,1.0
90,4591,2022-04-15,1.0
90,4591,2022-04-13,0.0
88,7454,2025-03-01,
88,7454,2025-02-27,
20,9581,2020-05-27,0.0
20,9581,2020-05-30,1.0
89,2756,2023-01-24,1.0
89,2756,2023-01-24,1.0
55,1994,2022-02-02,1.0
55,1994,2022-02-09,1.0
17,8779,2025-12-17,
17,8779,2025-12-16,
1,4947,2021-08-11,1.0
1,4947,2021-07-31,1.0
93,4009,2021-12-31,1.0
93,4009,2022-01-12,1.0
75,9940,2021-06-24,1.0
75,9940,2021-06-25,1.0
38,9545,2022-11-14,1.0
38,9545,2022-11-13,1.0
68,7456,2023-11-22,1.0
68,7456,2023-11-19,1.0
31,655,2022-12-15,0.0
31,655,2022-12-05,1.0
98,8213,2020-11-18,1.0
98,8213,2020-11-27,1.0
79,8881,2025-11-17,
79,8881,2025-11-17,
15,6936,2020-02-05,1.0
15,6936,2020-02-03,1.0
65,1590,2023-06-01,0.0
65,1590,2023-05-30,1.0
6,421,2019-11-27,1.0
6,421,2019-12-09,1.0
58,1311,2021-12-16,1.0
58,1311,2021-12-13,1.0
74,6055,2023-07-22,0.0
74,6055,2023-07-22,1.0
49,5985,2024-05-17,1.0
49,5985,2024-05-18,0.0
75,4196,2021-06-28,0.0
75,4196,2021-06-30,0.0
18,7008,2025-08-03,
18,7008,2025-08-05,
1,3426,2021-08-06,1.0
1,3426,2021-07-31,1.0
79,8522,2025-11-10,
79,8522,2025-11-09,
47,2961,2019-03-10,1.0
47,2961,2019-03-08,1.0
14,2384,2022-07-29,1.0
14,2384,2022-08-09,1.0
4,4903,2025-10-28,
4,4903,2025-11-08,
68,3797,2023-11-15,1.0
68,3797,2023-11-17,1.0
64,6275,2023-06-04,0.0
64,6275,2023-05-25,1.0
83,9559,2020-04-04,1.0
83,9559,2020-04-07,0.0
6,4721,2019-12-03,1.0
6,4721,2019-12-06,1.0
7,4300,2025-05-25,
7,4300,2025-06-05,
10,6519,2021-09-16,0.0
10,6519,2021-09-25,1.0
25,4577,2025-09-16,
25,4577,2025-09-22,
69,9040,2024-08-26,1.0
69,9040,2024-08-31,1.0
43,1731,2024-09-08,1.0
43,1731,2024-09-03,1.0
52,8768,2021-07-16,1.0
52,8768,2021-07-15,1.0
35,3938,2024-08-19,0.0
35,3938,2024-08-14,1.0
25,7287,2025-09-17,
25,7287,2025-09-23,
91,3660,2019-07-01,0.0
91,3660,2019-07-03,1.0
97,4725,2021-07-07,1.0
97,4725,2021-07-10,1.0
29,5224,2026-01-02,
29,5224,2025-12-30,
40,9397,2020-05-10,1.0
40,9397,2020-05-18,1.0
99,2078,2021-10-17,1.0
99,2078,2021-10-19,1.0
40,4732,2020-05-09,1.0
40,4732,2020-05-17,1.0
21,5207,2020-04-14,1.0
21,5207,2020-04-17,1.0
74,5534,2023-08-01,1.0
74,5534,2023-07-21,1.0
53,9286,2022-02-09,1.0
53,9286,2022-02-04,1.0
51,6999,2024-05-03,1.0
51,6999,2024-04-30,1.0
54,5871,2023-09-21,1.0
54,5871,2023-09-19,1.0
74,1396,2023-07-30,1.0
74,1396,2023-07-25,1.0
54,5405,2023-09-23,1.0
54,5405,2023-09-28,1.0
93,3132,2021-12-30,0.0
93,3132,2022-01-09,1.0
16,1337,2022-04-11,1.0
16,1337,2022-03-29,1.0
3,3067,2020-12-03,1.0
3,3067,2020-11-23,1.0
66,5051,2020-12-20,1.0
66,5051,2020-12-14,1.0
0,8140,2024-03-24,1.0
0,8140,2024-03-24,1.0
93,8995,2022-01-06,1.0
93,8995,2021-12-30,1.0
14,5961,2022-08-07,1.0
14,5961,2022-08-07,1.0
70,3437,2023-09-14,1.0
70,3437,2023-09-12,1.0
92,5535,2022-11-23,1.0
