courseID,studentID
29,1393
29,8323
29,9999
29,7047
29,9876
29,5889
29,3494
29,1399
29,8465
29,7965
29,1001
29,8416
29,9046
29,4954
29,7721
29,3230
29,9694
29,7593
29,4969
29,5535
29,5713
29,1301
29,8926
29,7513
29,8954
29,0
29,8892
29,2072
29,5749
29,7427
29,8140
29,4559
29,9630
29,3602
30,6055
30,2511
30,1455
30,3111
30,8374
30,2627
30,2548
30,2773
30,1900
30,6652
30,1640
30,5401
30,2636
30,3505
30,6043
30,7494
30,3889
30,9651
30,833
30,9286
30,5525
30,2002
30,5574
30,8612
30,4659
30,32
30,9602
30,9111
30,4860
30,4521
30,58
30,6437
30,6300
30,7784
30,3581
30,9408
30,5537
30,6812
30,5420
30,450
30,5621
30,7173
30,5531
30,5424
30,9356
30,4159
30,6110
30,9490
30,848
30,2796
31,5049
31,281
31,5879
31,648
31,9343
31,5183
31,5012
31,796
31,5203
31,9554
31,1283
31,5279
31,5443
31,9983
31,7148
31,2258
31,7118
31,4629
31,2325
31,6842
31,6575
31,2586
31,9659
31,8490
31,6378
31,6888
31,3257
31,3294
31,4903
31,215
31,5293
31,759
31,5283
31,6363
31,6862
31,5744
31,2674
31,2392
31,3987
31,7392
31,3629
31,6234
31,1826
31,9902
31,4145
31,5196
31,1807
31,1945
31,1136
32,2017
32,8036
32,382
32,892
32,7328
32,9055
32,1955
32,1489
32,1872
32,370
32,5587
32,4072
32,6121
32,7359
32,6675
32,8439
32,7441
32,523
32,5517
32,6051
32,3689
32,3969
32,7408
32,6498
32,2281
32,4460
32,9379
32,8189
32,2949
32,9112
32,3536
32,7699
32,4097
32,9358
32,2819
32,8850
32,9420
32,973
32,4625
32,8555
32,7317
32,6306
32,2013
32,7671
32,6599
32,3192
32,1992
32,4767
32,1765
33,8769
33,9843
33,4655
33,4349
33,1762
33,5941
33,2230
33,1705
33,8029
33,7033
33,343
33,4598
33,4299
33,8794
33,518
33,3466
33,2295
33,1066
33,4578
33,5099
33,2588
33,1115
33,480
33,68
33,4779
33,3337
33,951
33,2179
33,6801
33,3002
33,1185
33,2217
33,5842
33,3486
33,7363
33,3121
33,852
33,7211
33,7959
33,2398
33,4035
33,9698
33,3602
33,6086
33,9757
33,8574
33,3826
33,5372
33,6694
33,8451
34,3754
34,3558
34,1013
34,7082
34,7602
34,1308
34,6226
34,1627
34,606
34,9153
34,349
34,8758
34,8089
34,9804
34,6023
34,3466
34,3405
34,3482
34,4389
34,7134
34,263
34,3870
34,610
34,2618
34,8122
34,4096
34,2211
34,7093
34,9024
34,6816
34,9829
34,2101
34,7847
34,9086
34,8239
34,7044
34,2206
34,4921
34,2055
34,8482
34,6737
34,290
34,5463
34,9977
34,8035
34,4792
34,5735
34,224
34,9683
35,1839
35,6006
35,5990
35,3515
35,508
35,5786
35,856
35,9775
35,2793
35,43
35,6071
35,360
35,4043
35,225
35,9304
35,3207
35,8393
35,8100
35,9962
35,9983
35,3749
35,3289
35,6075
35,1838
35,8747
35,8163
35,3557
35,977
35,5283
35,24
35,897
35,8612
35,1293
35,3471
35,5472
35,2334
35,3214
35,887
35,4247
35,3637
35,4417
35,2184
35,5344
35,5604
35,790
35,4326
35,4089
35,125
35,1559
35,3661
36,9210
36,4558
36,9849
36,770
36,1288
36,8200
36,2079
36,1149
36,2820
36,2256
36,966
36,9886
36,801
36,9928
36,3659
36,9563
36,9676
36,4148
36,5786
36,8237
36,3839
36,9887
36,9819
36,1841
36,9735
36,433
36,3969
36,8643
36,7487
36,2224
36,3439
36,7543
36,6812
36,165
36,4715
36,6583
36,1913
36,7663
36,7665
36,9645
36,7726
36,3226
36,7756
36,1493
36,2656
36,2415
36,5578
36,4645
36,5568
37,8677
37,5039
37,2702
37,1158
37,839
37,590
37,621
37,2346
37,3823
37,2700
37,7105
37,6295
37,5268
37,9855
37,6306
37,6120
37,7424
37,7327
37,9214
37,2526
37,1699
37,5984
37,3739
37,9676
37,8942
37,2135
37,9286
37,7172
37,7506
37,2068
37,4100
37,7587
37,4334
37,9700
37,8472
37,987
37,9100
37,3769
37,7270
37,5525
37,3863
37,3805
37,6623
37,6596
37,3111
37,5695
37,9446
37,5687
37,4829
37,6094
38,6511
38,8150
38,7033
38,762
38,8187
38,7044
38,3199
38,9099
38,5213
38,155
38,3202
38,1007
38,1015
38,4823
38,4577
38,2140
38,3670
38,9443
38,2574
38,2641
38,9839
38,1877
38,6883
38,6779
38,8472
38,3146
38,4198
38,5300
38,568
38,3191
38,3465
38,467
38,1927
38,765
38,1394
38,4150
38,4065
38,5752
38,878
38,4892
38,4969
38,8389
38,9707
38,3022
38,6647
38,2307
38,415
38,1208
38,7460
38,337
39,8006
39,9811
39,224
39,7658
39,211
39,9887
39,9264
39,697
39,9081
39,7178
39,9723
39,1934
39,487
39,5742
39,3318
39,7109
39,809
39,1389
39,1911
39,3887
39,9950
39,365
39,8999
39,815
39,7907
39,167
39,1662
39,261
39,784
39,7531
39,7890
39,798
39,45
39,8235
39,5001
39,5542
39,9372
39,498
39,5870
39,9233
39,4305
39,1022
39,3373
39,1713
39,5306
39,1272
39,1413
39,148
40,3662
40,6539
40,9119
40,8871
40,3111
40,3924
40,744
40,9342
40,7196
40,8527
40,6155
40,3928
40,2950
40,1110
40,4505
40,9456
40,4662
40,7519
40,3473
40,7905
40,6387
40,8006
40,2570
40,1872
40,4141
40,9874
40,1481
40,6197
40,906
40,296
40,5287
40,5080
40,6338
40,7665
40,8700
40,1652
40,7243
40,6867
40,5967
40,2082
40,929
40,1647
40,5815
40,328
40,8635
40,5415
40,7887
40,3429
40,9984
40,336
41,6105
41,395
41,3374
41,4524
41,9112
41,5037
41,1358
41,6282
41,4857
41,8771
41,5915
41,5604
41,4423
41,80
41,9162
41,9851
41,7427
41,9928
41,2158
41,99
41,5564
41,5990
41,4168
41,3357
41,7984
41,6648
41,5384
41,7164
41,9584
41,6969
41,5338
41,8544
41,9282
41,1639
41,1657
41,3293
41,3580
41,7336
41,7470
41,4224
41,8482
41,8344
41,3797
41,2346
41,2929
41,499
41,2913
41,4148
41,4689
41,6239
42,3716
42,8001
42,1054
42,8417
42,2873
42,9549
42,1223
42,5968
42,6204
42,3809
42,6641
42,3244
42,5656
42,8822
42,770
42,2510
42,1358
42,8354
42,6915
42,2417
42,4840
42,9843
42,4750
42,2913
42,6635
42,185
42,6903
42,358
42,6927
42,1324
42,9461
42,8181
42,5168
42,1662
42,9013
42,7129
42,3023
42,6007
42,2763
42,8583
42,3508
42,4560
42,9496
42,8622
42,3548
42,776
42,3139
42,3777
42,739
42,2562
43,6971
43,833
43,7232
43,4616
43,7475
43,8710
43,3405
43,8942
43,3150
43,3249
43,3695
43,936
43,3128
43,7207
43,899
43,9686
43,2944
43,5381
43,3370
43,589
43,6206
43,6268
43,5760
43,3902
43,4326
43,5481
43,2874
43,8260
43,4595
43,9769
43,5434
43,659
43,5420
43,361
43,5306
43,9125
43,4629
43,21
43,32
43,5595
43,9586
43,4251
43,8179
43,150
43,749
43,1538
43,2748
43,2131
43,9323
43,363
44,4005
44,1525
44,7691
44,6855
44,9588
44,7554
44,9873
44,1746
44,1039
44,2090
44,9549
44,9932
44,2139
44,1858
44,6473
44,3261
44,7531
44,6923
44,9809
44,4623
44,3302
44,4954
44,2889
44,2974
44,2819
44,7998
44,6338
44,6825
44,6412
44,2895
44,1165
44,4128
44,4462
44,5858
44,7764
44,486
44,6862
44,9379
44,8266
44,8195
44,5535
44,1597
44,6350
44,303
44,1694
44,2217
44,8647
44,8404
44,1495
44,9271
45,7347
45,392
45,4312
45,9657
45,2611
45,4432
45,6618
45,5347
45,5317
45,5086
45,4245
45,8145
45,4084
45,9049
45,5771
45,3758
45,9153
45,1313
45,4256
45,6273
45,4404
45,9493
45,3226
45,5005
45,5984
45,6186
45,231
45,3244
45,2115
45,3295
45,9828
45,294
45,4787
45,3581
45,245
45,623
45,1862
45,2542
45,6381
45,7789
45,4300
45,4080
45,1808
45,1932
45,5477
45,9157
45,5199
45,1453
45,9824
45,5010
46,1318
46,7695
46,1546
46,9538
46,4708
46,8137
46,7187
46,5996
46,2349
46,662
46,2135
46,7047
46,7296
46,6919
46,3183
46,4245
46,8589
46,5144
46,3838
46,6944
46,9583
46,4269
46,5475
46,5577
46,637
46,1051
46,1460
46,7980
46,6357
46,4180
46,9507
46,2565
46,3389
46,4148
46,6298
46,6397
46,8977
46,9514
47,5631
47,2285
47,8744
47,20
47,602
47,376
47,2140
47,68
47,7660
47,2282
47,4847
47,5782
47,1834
47,7160
47,3153
47,2576
47,584
47,6414
47,8680
47,3397
47,1164
47,2359
47,3103
47,2950
47,8567
47,6629
47,1657
47,7565
47,5433
47,1200
47,6281
47,5535
47,1703
47,6430
47,7759
47,6661
47,8511
47,2068
47,2101
47,9936
47,7784
47,5578
47,193
47,3907
47,5075
47,2809
47,3048
47,3698
47,5513
47,5061
48,5405
48,8344
48,761
48,6993
48,4404
48,956
48,8079
48,200
48,2069
48,980
48,8308
48,3664
48,1452
48,7644
48,3909
48,9252
48,7101
48,759
48,3701
48,2931
48,6191
48,2331
48,7986
48,5012
48,5295
48,9504
48,5060
48,8919
48,7963
48,1562
48,9193
48,303
48,2627
48,7531
48,6057
48,9282
48,5537
48,8102
48,4901
48,6687
48,6679
48,2362
48,5162
48,2934
48,2793
48,5838
48,2921
48,5520
48,9481
49,8105
49,2417
49,7410
49,5661
49,9256
49,642
49,7135
49,9033
49,43
49,2571
49,7082
49,1479
49,9405
49,3610
49,5654
49,5983
49,2152
49,4726
49,2201
49,8930
49,7744
49,5330
49,6927
49,5384
49,839
49,9583
49,2787
49,4625
49,1801
49,26
49,6273
49,4712
49,9921
49,8111
50,4012
50,7159
50,2669
50,3863
50,3184
50,8696
50,4520
50,8293
50,7462
50,3295
50,9433
50,7338
50,1486
50,4423
50,4655
50,1354
50,833
50,5624
50,1992
50,8013
50,5215
50,941
50,906
50,7874
50,1742
50,6207
50,3088
50,2158
50,526
50,5565
50,3016
50,4265
50,9049
50,8048
50,9114
50,6499
50,6819
50,7606
50,8181
50,8675
50,9691
50,8921
50,9033
50,1596
50,2438
50,757
50,8826
50,7077
50,8525
50,5357
51,170
51,8913
51,2034
51,821
51,1292
51,6899
51,7680
51,4423
51,1850
51,7692
51,6895
51,5870
51,7934
51,6524
51,6910
51,3476
51,2855
51,4004
51,3541
51,9504
51,4724
51,3696
51,2488
51,1617
51,4096
51,8441
51,4781
51,4818
51,5954
51,3239
51,3492
51,6340
51,7032
51,4426
51,728
51,2904
51,3828
51,4333
51,2520
51,8688
51,323
51,2309
51,9768
51,6156
51,3801
51,83
51,1490
51,3883
51,3183
52,3904
52,7840
52,9427
52,2094
52,466
52,2308
52,8020
52,8546
52,2465
52,3170
52,7590
52,6190
52,7536
52,1048
52,6026
52,8281
52,7223
52,4587
52,5858
52,8573
52,6280
52,5188
52,7839
52,4610
52,7660
52,8836
52,6763
52,9868
52,8420
52,4159
52,5197
52,7603
52,4935
52,1083
52,642
52,4888
52,8016
52,6226
52,4969
52,6298
52,3777
52,518
52,8480
52,9351
52,3790
52,572
52,4166
52,1736
53,8265
53,9032
53,3922
53,9303
53,6779
53,3418
53,8712
53,8579
53,2933
53,4057
53,8005
53,557
53,996
53,6379
53,6112
53,8108
53,8262
53,7867
53,1357
53,7756
53,6120
53,9899
53,7211
53,8677
53,9280
53,8443
53,7503
53,235
53,1064
53,225
53,964
53,2158
53,1999
53,441
53,735
53,1371
53,1373
53,3907
53,5477
53,8693
53,6066
53,3316
53,298
53,7084
53,5280
53,9126
53,8724
53,3122
53,40
54,449
54,1615
54,3517
54,5568
54,4416
54,3708
54,9104
54,3111
54,3887
54,8845
54,966
54,5254
54,1592
54,3779
54,5797
54,1400
54,3192
54,8460
54,245
54,3381
54,9264
54,9563
54,1614
54,4823
54,2941
54,2874
54,20
54,8623
54,7134
54,7856
54,6007
54,1159
54,1703
54,7446
54,4328
54,7389
54,1640
54,7251
54,1603
54,4082
54,9216
54,8027
54,7074
54,4525
54,1935
54,4993
54,2101
54,2033
54,8095
55,707
55,1763
55,5033
55,376
55,1329
55,9344
55,4829
55,7753
55,4781
55,6397
55,5037
55,7789
55,4185
55,4615
55,702
55,7076
55,9341
55,1535
55,7678
55,6607
55,4099
55,9768
55,4673
55,2211
55,2729
55,6794
55,6142
55,3057
55,2229
55,7028
55,3515
55,2895
55,1790
55,9196
55,6643
55,2719
55,4000
55,6210
55,7552
55,4223
55,8542
55,6141
55,2952
55,3735
55,5995
55,4373
55,9818
55,7683
55,8631
55,4879
55,801
55,7328
55,518
55,3313
55,5741
55,5511
55,2482
55,1519
56,9808
56,933
56,6499
56,7973
56,6715
56,7243
56,6861
56,164
56,968
56,7137
56,2334
56,4153
56,406
56,4104
56,1765
56,9130
56,450
56,4663
56,8062
56,6316
56,114
56,5800
56,4906
56,3907
56,6075
56,6855
56,5796
56,31
56,2332
56,7081
56,6786
56,3647
56,7385
56,9683
56,3212
56,1057
56,3387
56,9210
56,2801
56,5084
56,5872
56,4726
56,6243
56,884
56,993
56,1613
56,500
56,4743
56,6635
56,1469
57,369
57,508
57,6651
57,1792
57,6856
57,2032
57,1469
57,6600
57,9063
57,597
57,3504
57,3664
57,9018
57,1489
57,7413
57,8979
57,1199
57,9495
57,8049
57,169
57,3230
57,6024
57,6609
57,6348
57,9269
57,966
57,878
57,8991
57,7820
57,4539
57,7211
57,9920
57,3190
58,2307
58,2631
58,7231
58,73
58,1524
58,4910
58,6474
58,5882
58,7685
58,2069
58,9859
58,3287
58,2055
58,6643
58,4774
58,2417
58,5898
58,412
58,4098
58,8856
58,6428
58,2946
58,5321
58,7781
58,3083
58,3002
58,4912
58,943
58,1130
58,33
59,1396
59,7552
59,1402
59,6378
59,9150
59,5641
59,225
59,9984
59,3509
59,8476
59,1191
59,7545
59,3956
59,5279
59,5709
59,5547
59,7177
59,5606
59,914
59,4299
59,4720
59,6209
59,9895
59,175
59,7090
59,1373
59,7909
59,7122
59,7263
59,3101
59,556
59,3716
59,102
59,2330
59,1167
59,2369
59,6298
59,3160
59,296
59,9771
59,5394
59,2392
59,5021
59,7112
59,5431
59,1379
59,9413
59,4615
59,8620
