studentID,conventionID,paymentDate
8652,1,2024-07-25 13:48:14
8917,1,2024-10-29 14:27:45
7517,1,2021-04-01 11:39:24
2633,1,2021-06-29 16:09:31
2633,2,2023-11-08 01:07:25
4093,2,2019-05-22 07:59:49
7517,2,2018-10-20 05:18:02
6836,2,2024-02-08 10:48:59
8652,2,2019-08-04 13:56:39
8917,2,2019-01-26 16:45:28
5709,2,2019-04-17 16:56:57
1629,2,2019-05-29 00:13:30
3478,2,2019-09-17 07:59:20
8701,2,2020-04-03 01:39:34
4788,2,2022-11-08 13:37:08
2166,2,2022-06-28 02:05:23
3628,2,2019-04-12 00:59:38
8805,2,2022-11-23 17:13:52
9647,2,2021-02-20 23:47:08
4687,2,2024-03-22 00:36:22
4366,2,2024-09-08 21:10:30
7357,2,2020-09-08 09:38:37
921,2,2018-11-29 13:22:00
1737,2,2021-08-12 14:43:55
2879,2,2019-07-02 03:13:15
8335,2,2018-12-21 22:06:39
595,2,2021-12-07 06:57:48
8664,2,2018-07-26 21:43:15
204,2,2023-04-24 17:27:50
55,2,2022-04-25 11:31:32
4965,2,2023-12-17 21:51:50
924,2,2024-11-13 06:49:25
6224,2,2023-12-09 17:19:12
9553,2,2018-03-31 13:28:38
6319,2,2022-10-09 12:06:16
1849,2,2018-12-11 01:14:29
8287,2,2023-07-22 04:15:21
8736,2,2023-02-15 22:19:17
3845,2,2024-09-21 17:18:22
7288,2,2018-06-22 12:43:47
8875,2,2022-12-15 03:05:41
6888,2,2022-05-30 06:53:58
5970,2,2018-04-17 09:53:25
1072,2,2024-03-24 05:37:32
6719,2,2020-07-02 16:31:11
8733,2,2019-04-21 15:27:48
7934,2,2022-07-05 22:42:16
7487,2,2022-10-24 19:56:47
897,2,2024-08-23 05:00:53
7362,2,2019-06-28 22:20:45
1777,2,2024-02-05 19:53:16
7515,2,2024-06-18 17:05:36
111,2,2024-06-23 16:28:02
4117,2,2024-12-17 10:45:31
4951,2,2019-08-26 08:58:56
5820,2,2023-05-11 20:18:36
2600,2,2019-07-15 05:49:56
2550,2,2019-05-21 23:04:21
2655,2,2022-10-11 09:01:32
8005,2,2019-12-16 19:48:51
9916,2,2022-04-13 07:48:31
3913,2,2023-09-01 23:31:06
2593,2,2024-03-11 07:39:23
1506,2,2019-01-22 00:16:59
3416,2,2018-06-24 09:42:39
5457,2,2024-08-31 21:51:44
7641,2,2018-03-01 15:33:11
9880,2,2024-12-30 12:42:39
1715,2,2019-09-11 12:24:38
8977,2,2018-02-21 21:20:05
1153,2,2021-06-23 21:52:49
922,2,2019-09-13 23:31:37
1019,2,2023-06-10 08:05:53
2950,2,2023-11-13 09:40:36
9906,2,2018-05-05 15:10:35
4543,2,2018-09-22 03:45:24
1354,2,2022-04-20 01:59:52
2601,2,2018-02-09 03:44:32
5069,2,2024-07-17 14:16:56
8278,2,2018-09-24 08:30:14
1706,2,2024-09-01 10:56:21
3784,2,2020-04-20 19:58:50
1833,2,2023-10-10 08:05:51
3649,2,2018-08-17 08:32:24
8656,2,2020-07-16 08:35:57
7485,2,2019-10-22 19:00:47
6230,2,2023-11-27 13:46:57
5258,2,2020-07-24 02:50:30
3137,2,2023-04-30 12:54:28
4277,2,2024-07-19 12:49:39
9003,2,2018-08-02 06:14:55
4277,3,2020-06-12 06:07:17
2633,3,2019-04-10 05:49:28
5709,3,2020-09-12 07:15:52
4093,3,2022-09-02 12:55:37
6836,3,2022-11-17 09:27:08
8652,3,2019-03-24 10:10:27
8278,3,2024-12-03 20:57:24
3784,3,2019-04-07 13:52:01
1833,3,2024-10-07 08:15:48
3649,3,2019-02-16 14:47:38
2593,3,2021-04-09 04:08:40
8805,3,2019-07-22 23:36:32
1506,3,2019-02-27 17:58:02
3416,3,2022-06-23 08:04:51
5457,3,2024-10-07 14:14:28
7641,3,2021-05-30 07:54:26
9880,3,2019-09-03 03:20:07
7515,3,2022-09-27 21:11:56
111,3,2019-11-03 16:14:27
4117,3,2024-12-06 17:36:11
4951,3,2021-03-06 07:03:22
5820,3,2020-01-01 18:27:12
1849,3,2019-01-16 00:46:21
8287,3,2018-07-07 22:01:02
8736,3,2021-11-25 11:23:23
3845,3,2024-01-29 10:47:21
7288,3,2018-10-25 12:34:25
4687,3,2024-02-21 19:41:16
4366,3,2023-01-20 15:19:49
7357,3,2018-09-05 21:29:56
921,3,2018-09-16 04:42:19
1072,3,2019-07-14 23:10:56
4788,3,2018-12-27 04:48:43
2166,3,2018-05-04 21:10:00
3628,3,2021-05-16 20:28:43
1737,3,2021-10-23 15:42:56
9647,3,2024-10-09 03:27:44
2879,3,2024-07-24 05:09:48
8335,3,2022-04-09 15:55:31
595,3,2023-06-21 02:14:12
8664,3,2020-01-26 16:43:16
204,3,2023-09-02 14:34:54
55,3,2018-03-15 23:51:25
4965,3,2018-12-02 08:57:44
924,3,2024-07-13 13:05:49
6224,3,2024-08-26 10:48:31
9553,3,2022-06-01 06:29:41
8875,3,2019-03-13 21:18:07
6888,3,2020-10-29 04:54:08
5970,3,2024-12-18 20:38:06
6319,3,2023-10-16 14:25:20
6719,3,2024-02-07 05:48:31
8733,3,2025-01-06 13:50:08
7934,3,2021-05-25 11:01:52
7487,3,2018-06-24 06:09:08
897,3,2023-05-18 20:54:29
7362,3,2021-04-28 11:18:33
1777,3,2020-06-28 17:40:00
2600,3,2022-12-26 23:26:35
3137,3,2020-06-08 21:34:35
2550,3,2020-07-15 11:54:39
2655,3,2023-09-20 16:35:56
8005,3,2018-07-01 04:54:47
9916,3,2019-09-15 22:10:20
3913,3,2021-10-21 06:22:14
1715,3,2018-10-26 05:55:36
8977,3,2021-08-30 17:01:40
1153,3,2018-09-05 16:23:23
922,3,2021-08-28 17:44:23
1019,3,2020-05-06 04:56:09
2950,3,2019-12-01 10:45:03
9906,3,2020-02-22 21:06:51
4543,3,2022-04-05 21:13:54
1354,3,2019-12-21 04:19:11
2601,3,2022-09-19 10:27:18
5069,3,2019-11-04 20:08:14
7517,3,2024-03-28 03:09:40
8656,3,2023-05-10 23:05:32
7485,3,2022-02-05 17:16:31
6230,3,2022-11-23 09:04:27
5258,3,2018-03-26 16:10:03
8917,3,2024-06-30 00:22:43
1629,3,2018-11-27 14:22:26
3478,3,2024-11-13 05:08:58
1706,3,2018-07-14 10:46:08
8701,3,2019-10-10 04:18:31
9003,3,2019-01-18 05:35:21
1629,4,2022-03-08 16:22:43
5709,4,2022-02-07 16:20:25
8278,4,2023-10-07 00:03:34
9003,4,2021-11-26 02:18:31
4277,4,2023-09-19 03:46:20
1354,4,2021-03-16 15:59:46
2550,4,2019-05-02 17:28:58
2655,4,2022-10-06 06:14:51
6230,4,2018-04-24 11:09:23
9906,4,2021-09-16 04:50:06
5069,4,2020-03-05 11:13:30
8652,4,2022-08-24 15:09:48
3137,4,2019-01-30 19:30:00
5258,4,2020-11-05 18:12:24
2601,4,2018-08-01 23:41:34
8917,4,2023-12-15 17:43:48
2950,4,2024-07-27 20:20:51
1019,4,2018-03-29 03:36:57
9916,4,2024-01-21 04:44:31
1153,4,2022-07-19 00:59:19
3913,4,2021-01-31 06:40:16
2600,4,2021-03-02 02:31:52
2166,4,2019-06-05 11:56:51
8005,4,2023-09-29 11:09:11
6888,4,2020-12-10 13:46:43
8875,4,2020-12-03 18:54:33
922,4,2021-07-04 19:14:05
8977,4,2024-03-30 02:12:51
7517,4,2020-02-03 18:33:57
4093,4,2022-08-16 18:46:11
8656,4,2019-06-13 13:58:20
7485,4,2022-06-09 08:30:56
55,4,2021-04-24 11:22:46
8733,4,2020-02-25 04:07:43
3628,4,2019-01-04 12:53:03
8805,4,2022-10-08 10:58:48
595,4,2020-01-19 14:45:00
8335,4,2022-10-16 07:39:44
924,4,2021-08-22 15:20:27
6224,4,2020-03-08 18:06:59
3784,4,2024-03-31 23:49:43
7641,4,2021-04-14 10:51:36
9647,4,2021-07-01 21:56:33
5457,4,2018-05-18 10:33:40
204,4,2020-10-10 04:03:41
8664,4,2018-04-21 01:13:09
921,4,2024-10-25 06:16:23
4687,4,2018-06-02 01:05:30
897,4,2021-08-05 01:27:53
6319,4,2020-12-29 23:24:27
6719,4,2020-03-08 04:55:40
9553,4,2022-08-27 22:10:34
1506,4,2020-09-16 13:00:14
4965,4,2022-09-26 11:19:45
1833,4,2022-02-04 22:23:33
3416,4,2023-02-24 02:16:07
5970,4,2022-10-01 19:33:30
4788,4,2024-09-16 18:20:10
1715,4,2024-12-24 14:55:55
7362,4,2018-03-18 13:07:12
7934,4,2023-06-06 01:05:46
1072,4,2018-11-09 08:33:53
7487,4,2018-11-01 16:36:09
1777,4,2022-11-11 23:51:04
7357,4,2019-07-08 06:22:26
3845,4,2024-04-12 11:30:32
8287,4,2025-01-11 20:49:31
8736,4,2024-09-22 12:24:29
5820,4,2019-10-10 03:39:27
4951,4,2022-09-15 03:07:58
9880,4,2024-05-29 02:48:23
3649,4,2022-07-22 10:15:16
111,4,2023-08-08 10:45:57
4117,4,2023-01-16 23:30:50
2633,4,2019-11-18 20:16:51
8701,4,2018-04-30 19:23:08
6836,4,2020-02-07 22:05:52
3478,4,2021-04-28 13:01:48
4543,4,2021-12-31 12:29:40
1706,4,2018-11-13 13:23:32
2879,4,2019-02-02 00:27:23
7515,4,2022-03-28 12:19:09
1849,4,2024-02-16 14:39:39
2593,4,2020-08-22 03:11:30
4366,4,2021-06-16 14:28:00
7288,4,2020-11-29 02:35:24
1737,4,2019-04-10 23:29:35
2600,5,2018-08-04 19:03:42
4093,5,2018-06-19 04:06:11
3913,5,2019-06-22 06:49:31
8005,5,2024-01-16 00:05:13
2166,5,2019-04-21 01:19:16
1019,5,2019-02-28 18:51:15
2950,5,2020-07-25 20:20:22
1153,5,2020-08-09 10:41:38
9916,5,2018-07-18 01:28:06
4965,5,2023-05-27 19:26:09
1506,5,2019-03-21 17:35:55
3416,5,2019-08-25 10:06:02
1833,5,2018-03-19 21:43:12
6319,5,2023-10-27 08:05:02
897,5,2023-10-09 22:29:38
9553,5,2019-01-27 16:11:01
6719,5,2018-05-04 07:56:57
1072,5,2019-07-17 14:49:56
7517,5,2021-08-24 13:15:44
7485,5,2020-03-04 08:02:11
8656,5,2021-03-06 14:20:42
8875,5,2024-05-04 00:53:48
6888,5,2023-11-22 22:52:37
8977,5,2019-04-23 23:12:15
922,5,2018-12-03 07:33:19
1354,5,2019-10-12 22:09:09
4277,5,2020-05-15 03:10:24
2655,5,2018-10-03 02:18:41
2550,5,2020-12-02 22:25:31
5709,5,2019-03-04 16:42:24
3478,5,2024-12-27 11:46:21
9003,5,2022-09-11 22:28:28
8278,5,2019-12-06 13:22:23
5258,5,2021-12-28 11:55:22
3137,5,2020-11-01 00:30:16
8917,5,2021-03-24 08:01:51
2601,5,2020-11-14 14:52:50
9906,5,2021-07-22 02:13:40
6230,5,2023-12-14 00:13:17
8652,5,2018-11-06 21:39:18
5069,5,2020-10-21 19:28:33
9647,5,2022-05-12 11:01:16
5457,5,2021-01-22 10:38:09
3784,5,2019-12-03 21:13:40
7641,5,2024-02-21 18:53:11
921,5,2018-01-28 20:59:37
4687,5,2020-11-13 10:20:36
204,5,2019-11-04 00:55:07
8664,5,2023-04-24 08:58:35
3628,5,2024-08-13 21:14:16
8805,5,2023-10-19 23:01:50
55,5,2018-03-14 07:52:11
8733,5,2023-07-08 10:58:02
924,5,2020-03-13 19:46:28
6224,5,2019-01-16 17:02:33
595,5,2022-08-30 11:53:57
8335,5,2018-01-20 22:03:10
1715,5,2023-09-06 17:41:44
7362,5,2019-05-20 17:21:08
5970,5,2023-12-06 05:57:13
4788,5,2021-08-31 16:23:46
7487,5,2021-03-07 04:10:21
1777,5,2020-03-24 05:39:17
7934,5,2022-10-23 16:00:37
1849,5,2019-08-04 03:00:06
8287,5,2023-03-19 07:09:55
2593,5,2021-04-28 02:18:08
111,5,2020-02-16 07:45:44
7515,5,2023-07-10 10:17:58
4366,5,2023-10-29 20:27:12
1737,5,2021-11-01 13:34:04
2879,5,2019-09-18 02:56:59
7288,5,2019-01-24 09:58:51
4951,5,2020-03-03 01:04:55
5820,5,2024-09-14 14:32:10
3649,5,2023-01-31 21:47:31
9880,5,2018-05-24 12:53:22
3845,5,2020-07-14 12:56:37
7357,5,2020-08-25 11:11:59
8736,5,2018-06-28 09:47:28
8701,5,2018-04-18 17:23:13
2633,5,2019-10-19 06:10:58
1706,5,2020-08-02 12:43:57
4117,5,2018-03-09 06:10:21
4543,5,2023-07-25 08:36:04
6836,5,2022-11-03 23:16:35
1629,5,2020-01-23 15:37:02
5709,6,2018-04-16 14:01:36
6836,6,2022-10-29 09:42:48
3845,6,2022-10-14 08:20:59
3478,6,2024-09-01 07:03:40
3649,6,2023-03-22 09:07:06
2633,6,2024-01-31 09:29:25
9880,6,2023-10-28 09:30:10
5820,6,2021-02-06 14:37:29
8287,6,2021-09-23 11:44:30
8736,6,2020-01-23 22:03:26
6230,6,2018-12-09 06:09:12
4366,6,2023-07-04 06:42:48
2601,6,2019-12-01 22:09:33
8917,6,2022-03-06 10:31:46
9906,6,2019-05-22 14:16:10
4093,6,2023-04-08 05:04:42
8656,6,2021-09-16 12:10:57
8652,6,2023-10-26 03:44:18
111,6,2019-10-14 15:16:18
5069,6,2019-06-10 09:43:03
7485,6,2020-02-07 13:29:34
1354,6,2018-05-01 09:25:39
2879,6,2021-09-08 19:42:16
7288,6,2018-11-18 11:52:31
1849,6,2021-06-07 15:25:58
4951,6,2018-02-23 23:26:10
7515,6,2024-01-09 13:34:03
2593,6,2022-10-28 00:50:06
3137,6,2024-12-01 09:27:32
7357,6,2020-02-03 16:30:06
5258,6,2023-08-04 01:59:58
8278,6,2025-01-13 19:15:56
9916,6,2020-03-16 12:34:04
1153,6,2020-10-13 22:12:14
2950,6,2020-10-28 07:58:05
1019,6,2021-08-12 22:14:57
595,6,2021-08-23 23:30:27
924,6,2020-06-25 03:18:03
8335,6,2024-03-27 18:22:45
922,6,2021-10-21 23:33:25
2166,6,2022-08-19 01:46:36
6224,6,2022-04-25 06:15:00
3628,6,2024-09-07 04:25:39
1506,6,2024-06-05 14:56:57
3913,6,2023-03-30 12:43:56
1072,6,2019-06-03 19:00:49
2600,6,2018-03-21 04:02:31
55,6,2021-09-10 21:23:14
8977,6,2022-10-09 04:22:07
8875,6,2024-08-16 17:36:47
3784,6,2021-09-15 22:26:05
8005,6,2020-08-31 19:35:33
4687,6,2023-07-16 01:28:37
921,6,2023-07-14 04:50:57
204,6,2020-08-31 08:21:17
8664,6,2023-01-15 01:04:20
1737,6,2022-02-01 00:23:44
9647,6,2022-02-19 16:34:39
7641,6,2021-06-29 00:21:07
5457,6,2019-04-07 18:59:28
4543,6,2020-07-05 14:57:54
1629,6,2022-06-29 20:57:35
6888,6,2019-10-19 14:42:10
7517,6,2022-09-09 17:26:00
1833,6,2020-08-15 02:31:06
1715,6,2020-04-13 06:49:25
4788,6,2018-11-27 22:09:25
7362,6,2020-04-22 06:32:23
6719,6,2020-09-28 22:14:55
9553,6,2019-12-18 08:00:17
3416,6,2020-05-14 02:45:23
5970,6,2023-07-19 01:04:30
1777,6,2024-11-29 12:47:46
1706,6,2020-12-18 18:25:02
4277,6,2020-07-11 07:36:38
8701,6,2024-03-22 22:35:00
2655,6,2021-12-31 06:19:50
9003,6,2022-09-30 22:52:38
2550,6,2021-07-28 23:39:31
4117,6,2019-07-10 23:58:00
7934,6,2024-09-13 20:10:11
6319,6,2024-07-05 06:11:51
4965,6,2020-01-12 14:21:57
8733,6,2021-10-12 20:38:18
897,6,2021-05-13 11:47:59
7487,6,2019-06-21 17:43:33
8805,6,2019-05-19 00:51:17
1354,7,2019-12-09 16:02:35
7357,7,2024-10-20 01:54:52
7485,7,2024-07-12 21:12:02
7288,7,2020-04-04 01:25:20
2879,7,2023-01-19 22:50:46
8652,7,2020-02-28 11:50:09
8656,7,2021-10-31 18:04:29
5069,7,2021-04-29 01:43:47
111,7,2019-07-04 14:58:37
921,7,2022-12-06 23:27:25
4687,7,2018-01-26 04:32:14
8664,7,2022-06-22 04:00:09
204,7,2018-11-10 06:43:57
8875,7,2023-05-03 08:14:26
8977,7,2019-09-05 12:46:38
8005,7,2018-09-22 09:51:15
3784,7,2022-03-11 05:39:42
1629,7,2023-01-31 06:57:11
3137,7,2019-07-13 19:36:21
8278,7,2018-12-07 01:45:08
5258,7,2018-08-18 16:37:47
4951,7,2021-06-09 20:44:17
1849,7,2020-12-02 21:49:27
2593,7,2020-04-29 01:52:56
7515,7,2023-12-05 14:19:58
2633,7,2023-10-24 08:08:43
3649,7,2022-12-12 17:54:15
5820,7,2021-12-02 20:55:43
9880,7,2023-07-14 17:02:43
6836,7,2022-10-15 01:41:53
5709,7,2019-03-25 03:44:07
3478,7,2022-05-27 02:09:50
3845,7,2024-10-30 23:56:58
8917,7,2018-07-18 21:29:20
2601,7,2024-08-25 06:26:41
4093,7,2019-07-21 08:46:18
9906,7,2023-07-24 20:35:01
8736,7,2023-05-21 12:06:47
8287,7,2018-07-02 16:14:08
4366,7,2021-08-30 21:37:35
6230,7,2019-05-25 17:21:49
3628,7,2021-09-14 02:40:52
1506,7,2018-03-14 13:49:07
2166,7,2022-10-10 00:44:51
6224,7,2019-06-30 09:02:49
2600,7,2020-07-14 03:24:05
55,7,2021-05-03 11:12:53
3913,7,2020-05-08 15:18:05
1072,7,2023-05-21 16:51:30
2950,7,2020-03-20 20:37:01
1019,7,2024-11-15 08:04:28
9916,7,2020-01-02 07:31:10
1153,7,2023-09-14 22:08:47
8335,7,2020-02-13 20:06:32
922,7,2024-09-21 22:31:45
595,7,2023-03-08 15:16:18
924,7,2023-05-23 14:42:40
7641,7,2018-05-21 06:37:11
5457,7,2021-03-18 19:49:50
1737,7,2022-08-21 05:39:31
9647,7,2018-08-09 19:01:28
6888,7,2023-12-21 13:02:23
7517,7,2024-05-28 03:23:49
4543,7,2021-12-25 19:49:55
4965,7,2019-03-14 15:21:04
4788,7,2021-07-05 10:32:23
8733,7,2023-05-02 04:21:21
1777,7,2024-05-10 01:31:44
6319,7,2018-06-07 15:57:35
897,7,2019-08-23 08:02:47
8805,7,2023-07-16 15:50:04
7934,7,2023-10-23 14:16:25
7487,7,2022-11-12 21:02:59
9553,7,2022-05-21 21:56:51
6719,7,2020-06-09 00:02:38
5970,7,2018-10-23 00:21:32
3416,7,2024-09-16 20:18:00
1715,7,2024-08-03 02:06:43
1833,7,2020-07-29 16:58:43
7362,7,2022-06-14 12:27:47
8701,7,2019-09-09 04:25:19
4277,7,2021-11-22 01:32:23
4117,7,2022-10-02 04:58:05
1706,7,2022-01-04 19:45:51
2550,7,2023-12-19 11:32:15
2655,7,2024-06-02 19:01:11
9003,7,2021-12-31 14:03:57
2655,8,2021-01-18 22:29:51
2633,8,2021-12-15 08:46:12
4277,8,2020-12-08 19:00:09
8701,8,2024-09-26 17:17:10
5970,8,2025-01-12 21:27:48
4788,8,2019-07-07 06:34:03
3416,8,2022-07-28 22:08:13
7362,8,2020-05-25 20:08:05
8733,8,2024-10-16 17:16:03
6319,8,2021-12-27 10:36:08
897,8,2019-05-07 03:47:52
7934,8,2023-07-07 03:36:14
1833,8,2024-11-15 09:05:05
8805,8,2022-11-25 05:28:55
1715,8,2022-02-12 05:18:59
3913,8,2019-08-21 07:25:43
3784,8,2019-12-19 08:14:02
2950,8,2018-10-18 04:46:30
4965,8,2018-12-12 13:52:47
1777,8,2024-07-02 08:56:13
8335,8,2020-10-25 04:49:54
1019,8,2020-11-04 15:21:29
595,8,2024-08-29 23:46:55
55,8,2023-10-24 18:16:20
3628,8,2021-12-01 17:30:21
6224,8,2020-04-09 07:38:23
1072,8,2021-01-27 23:36:47
2166,8,2022-07-06 19:04:58
8875,8,2022-04-14 21:13:34
1506,8,2021-05-24 09:14:22
921,8,2021-08-16 00:51:43
1153,8,2022-12-01 18:39:03
1737,8,2023-12-03 23:15:16
8652,8,2022-06-02 08:36:12
1629,8,2018-03-11 00:52:52
8977,8,2024-09-06 19:33:48
9647,8,2018-02-04 07:41:48
8664,8,2020-08-09 02:59:25
6888,8,2021-10-15 12:01:58
5069,8,2020-03-09 20:09:17
7288,8,2021-01-12 13:12:39
2879,8,2021-08-03 23:41:00
7515,8,2018-12-22 03:28:41
1849,8,2021-04-13 15:14:32
4687,8,2020-04-25 13:36:59
1354,8,2022-12-04 03:48:34
4543,8,2021-12-10 04:48:56
7485,8,2020-02-24 17:37:15
9916,8,2023-10-24 08:01:49
2600,8,2018-03-24 03:10:58
8005,8,2022-11-27 15:32:24
4093,8,2018-02-07 02:24:03
204,8,2022-08-28 18:50:32
111,8,2018-08-07 17:16:11
5457,8,2019-10-01 17:28:03
922,8,2023-10-26 22:21:46
3478,8,2019-06-27 19:01:17
3137,8,2020-01-31 18:19:55
8278,8,2019-07-24 09:46:38
5258,8,2018-11-22 12:47:58
4366,8,2022-07-30 11:33:43
7357,8,2020-02-22 20:25:00
2593,8,2018-07-28 11:31:56
7517,8,2018-09-17 01:00:25
6230,8,2023-01-15 17:52:17
9003,8,2020-09-02 15:15:04
1706,8,2023-09-29 11:16:07
2550,8,2024-05-30 19:13:33
9553,8,2022-08-19 09:50:12
5709,8,2021-03-10 05:11:41
924,8,2021-11-20 06:52:53
7487,8,2021-05-30 00:51:18
5820,8,2022-03-11 08:13:57
9880,8,2020-08-18 08:57:13
4117,8,2018-05-07 16:51:55
3845,8,2023-05-06 16:39:49
6836,8,2019-12-05 08:42:53
6719,8,2024-02-28 22:08:40
9906,8,2019-07-24 10:06:31
8656,8,2021-01-13 10:26:51
3649,8,2022-03-17 16:39:34
2601,8,2024-01-22 22:10:43
4951,8,2023-12-21 11:07:20
8736,8,2018-06-20 11:25:03
